title,price,bhk,area_sqft,parking
3 BHK Independent Builder Floor in Palam,79.86,3.0,1087.0,1.0
3 BHK Independent Builder Floor in Mahavir Enclave,93.0,3.0,1100.0,1.0
2 BHK Independent Builder Floor in Palam,60.0,2.0,725.0,1.0
3 BHK Independent Builder Floor in Palam,85.0,3.0,1166.0,1.0
3 BHK Independent Builder Floor in Palam,80.0,3.0,1050.0,1.0
2 BHK Independent Builder Floor in Palam,60.0,2.0,750.0,1.0
3 BHK Independent Builder Floor in Palam,80.0,3.0,1123.0,1.0
2 BHK Independent Builder Floor in Palam,79.99,2.0,799.0,1.0
2 BHK Independent Builder Floor in Palam,59.3,2.0,712.0,1.0
2 BHK Independent Builder Floor in Palam,59.88,2.0,789.0,1.0
3 BHK Independent Builder Floor in Palam,79.99,3.0,1040.0,1.0
2 BHK Independent Builder Floor in Govindpuri,34.0,2.0,540.0,1.0
3 BHK Independent Builder Floor in Mukherjee Nagar,22400000.000000004,3.0,1440.0,1.0
3 BHK Independent Builder Floor in Mukherjee Nagar,22600000.0,3.0,1440.0,1.0
4 BHK Independent Builder Floor in Ashok Vihar,50000000.0,4.0,2268.0,1.0
4 BHK Flat in Dwarka Mor,80.0,4.0,1300.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,35.0,2.0,450.0,
3 BHK Independent Builder Floor in Vikaspuri,24800000.0,3.0,1728.0,1.0
4 BHK Independent Builder Floor in Sector 24 Rohini,17500000.0,4.0,1450.0,1.0
2 BHK Flat in Razapur Khurd,30.28,2.0,550.0,1.0
1 BHK Flat in Razapur Khurd,22.5,1.0,400.0,1.0
2 BHK Flat in Razapur Khurd,31.5,2.0,550.0,1.0
2 BHK Flat in Dwarka Mor,37.33,2.0,600.0,1.0
2 BHK Flat in Dwarka Mor,37.43,2.0,600.0,1.0
3 BHK Independent Builder Floor in Lajpat Nagar,56500000.0,3.0,1800.0,
2 BHK Flat in Deenpur,30.0,2.0,600.0,1.0
2 BHK Flat in Uttam Nagar,34.75,2.0,600.0,1.0
2 BHK Flat in Nawada,35.67,2.0,600.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,30000000.0,3.0,1890.0,1.0
2 BHK Independent Builder Floor in Sector 8 Dwarka,75.0,2.0,648.0,1.0
4 BHK Flat in Sector 4 Dwarka,34300000.0,4.0,2200.0,1.0
2 BHK Flat in Nawada,32.0,2.0,600.0,1.0
2 BHK Flat in Razapur Khurd,29.0,2.0,600.0,1.0
2 BHK Flat in Razapur Khurd,28.0,2.0,600.0,1.0
1 BHK Flat in Razapur Khurd,17.5,1.0,400.0,1.0
2 BHK Flat in Razapur Khurd,29.0,2.0,600.0,1.0
3 BHK Flat in Nawada,47.0,3.0,780.0,1.0
2 BHK Flat in Nawada,26.0,2.0,550.0,1.0
2 BHK Flat in Nawada,27.43,2.0,600.0,1.0
3 BHK Flat in Dwarka Mor,58.75,3.0,800.0,1.0
3 BHK Flat in Dwarka Mor,60.0,3.0,800.0,1.0
3 BHK Flat in Sector 13 Dwarka,21000000.0,3.0,1650.0,1.0
4 BHK Flat in Sector 13 Dwarka,37000000.0,4.0,2600.0,1.0
3 BHK Independent Builder Floor in Sector 26 Rohini,16000000.0,3.0,1250.0,
3 BHK Flat in Rajpur Khurd Extension,75.0,3.0,1200.0,1.0
3 BHK Flat in Rajpur Khurd Extension,80.0,3.0,1200.0,1.0
3 BHK Flat in Rajpur Khurd Extension,75.0,3.0,1200.0,1.0
2 BHK Independent Builder Floor in Govindpuri,32.0,2.0,540.0,1.0
1 BHK Independent House in Saket,24.0,1.0,450.0,1.0
3 BHK Flat in Sector 15 Dwarka,72.0,3.0,1000.0,1.0
2 BHK Flat in Khanpur,34.0,2.0,685.0,
1 BHK Flat in Khanpur,19.5,1.0,420.0,
3 BHK Independent Builder Floor in Vasant Vihar,42500000.0,3.0,2100.0,
4.5 BHK Flat in Jamia Nagar,16500000.0,5.0,2000.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,22500000.0,3.0,1080.0,
3 BHK Independent Builder Floor in Sector 8 Dwarka,35000000.0,3.0,1890.0,
3 BHK Independent Builder Floor in Sector 8 Dwarka,27500000.0,3.0,1890.0,
4 BHK Independent Builder Floor in Sector 8 Dwarka,24900000.000000004,4.0,1890.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,25000000.0,3.0,1890.0,
2 BHK Independent Builder Floor in Sector 8 Dwarka,95.0,2.0,648.0,
3 BHK Flat in Sector 6 Dwarka,28100000.0,3.0,1900.0,
2 BHK Independent Builder Floor in Govindpuri,37.0,2.0,540.0,1.0
2 BHK Independent Builder Floor in Govindpuri,36.0,2.0,630.0,1.0
5 BHK Flat in Sector 24 Rohini,25000000.0,5.0,2050.0,
3 BHK Independent Builder Floor in Pitampura,37000000.0,3.0,1650.0,1.0
2 BHK Flat in Razapur Khurd,28.35,2.0,600.0,1.0
2 BHK Flat in Razapur Khurd,27.53,2.0,600.0,1.0
1 BHK Flat in Dwarka Mor,25.0,1.0,400.0,1.0
3 BHK Independent Builder Floor in Garhi,52000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Lajpat Nagar,54000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Kalkaji,44500000.0,3.0,1800.0,1.0
2 BHK Flat in Rajpur,53.0,2.0,800.0,
3 BHK Flat in Rajpur,65.0,3.0,1300.0,
3 BHK Flat in Rajpur,70.0,3.0,1250.0,
2 BHK Flat in Rajpur,48.0,2.0,800.0,
2 BHK Flat in Rajpur,55.0,2.0,800.0,
2 BHK Flat in Rajpur,51.0,2.0,800.0,
2 BHK Flat in Rajpur,50.0,2.0,800.0,
2 BHK Flat in Rajpur,52.0,2.0,800.0,
2 BHK Flat in Rajpur,53.0,2.0,800.0,
2 BHK Flat in Rajpur,47.0,2.0,800.0,
2 BHK Flat in Rajpur,49.0,2.0,800.0,
2 BHK Flat in Rajpur,51.0,2.0,800.0,
4 BHK Independent Builder Floor in Lajpat Nagar,50000000.0,4.0,3600.0,
2 BHK Independent Builder Floor in Mukherjee Nagar,11500000.0,2.0,720.0,1.0
1 BHK Flat in Tilak Nagar,25.0,1.0,720.0,
3 BHK Independent Builder Floor in Greater Kailash I,55000000.0,3.0,1800.0,1.0
2 BHK Flat in Chhattarpur,51.0,2.0,800.0,
2 BHK Flat in Chhattarpur,52.0,2.0,800.0,
3 BHK Flat in Chhattarpur,82.0,3.0,1200.0,
3 BHK Flat in Sector 10 Dwarka,28600000.0,3.0,1500.0,1.0
3 BHK Flat in Sector 5 Dwarka,28800000.0,3.0,1900.0,1.0
3 BHK Flat in Sector 19 Dwarka,36000000.0,3.0,2100.0,1.0
4 BHK Independent Builder Floor in Hari Nagar,19500000.0,4.0,2000.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,41000000.0,3.0,1850.0,1.0
3 BHK Independent Builder Floor in Mansarover Garden,25000000.0,3.0,1350.0,
3 BHK Flat in Sector 3 Dwarka,26600000.0,3.0,1600.0,1.0
3 BHK Flat in Sector 12 Dwarka,29000000.0,3.0,1700.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,90.0,3.0,875.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,46.0,2.0,650.0,1.0
4 BHK Independent Builder Floor in Sector 19 Dwarka,28500000.0,4.0,1900.0,1.0
3 BHK Flat in Burari,49.0,3.0,900.0,1.0
3 BHK Flat in Sector 10 Dwarka,28200000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Rajpur,75.0,3.0,1100.0,1.0
1 BHK Flat in Rajpur,27.0,1.0,450.0,
3 BHK Flat in Rajpur,65.0,3.0,1000.0,1.0
3 BHK Flat in Rajpur,65.0,3.0,1000.0,1.0
2 BHK Flat in Chhattarpur,55.0,2.0,900.0,1.0
3 BHK Flat in Chandan Hola,85.0,3.0,1260.0,1.0
3 BHK Flat in Chandan Hola,85.0,3.0,1260.0,1.0
3 BHK Flat in Chandan Hola,65.0,3.0,990.0,1.0
2 BHK Flat in Chandan Hola,55.0,2.0,700.0,1.0
3 BHK Flat in Chandan Hola,85.0,3.0,1260.0,1.0
3 BHK Independent Builder Floor in Laxmi Nagar,13500000.0,3.0,1150.0,
3 BHK Flat in Sector 15 Dwarka,61.0,3.0,810.0,
4 BHK Flat in Sector 4 Dwarka,38500000.0,4.0,2400.0,1.0
4 BHK Flat in Sector 5 Dwarka,38500000.0,4.0,2600.0,1.0
2 BHK Flat in Nawada,35.0,2.0,610.0,
4 BHK Flat in Sector 4 Dwarka,37400000.0,4.0,2400.0,1.0
3 BHK Flat in Rajpur,98.0,3.0,1350.0,
3 BHK Flat in Rajpur,10500000.0,3.0,1400.0,
6 BHK Independent Builder Floor in Sector 25 Rohini,33500000.0,6.0,3200.0,1.0
3 BHK Flat in Sector 12 Dwarka,28900000.0,3.0,1900.0,1.0
4 BHK Flat in Sector 11 Dwarka,39000000.0,4.0,2200.0,1.0
3 BHK Flat in Sector 6 Dwarka,26800000.0,3.0,1750.0,1.0
4 BHK Flat in Sector 10 Dwarka,34000000.0,4.0,2400.0,1.0
4 BHK Independent Builder Floor in Sector 17 Rohini,36000000.0,4.0,2300.0,1.0
2 BHK Flat in Bharat Vihar,23000000.0,2.0,1450.0,1.0
2 BHK Flat in Sector 3 Dwarka,19800000.0,2.0,1200.0,1.0
2 BHK Flat in Chandan Hola,48.4,2.0,680.0,
2 BHK Flat in Chandan Hola,48.6,2.0,680.0,
2 BHK Flat in Chandan Hola,46.6,2.0,680.0,
2 BHK Flat in Chandan Hola,48.3,2.0,690.0,
2 BHK Flat in Chandan Hola,45.4,2.0,680.0,
2 BHK Flat in Chandan Hola,48.3,2.0,650.0,
3 BHK Independent Builder Floor in Patel Nagar,17000000.0,3.0,1200.0,
3 BHK Flat in Sector 10 Dwarka,28500000.0,3.0,1800.0,
3 BHK Flat in Sector 4 Dwarka,25200000.0,3.0,1700.0,1.0
1 BHK Independent Builder Floor in Mahavir Enclave,28.0,1.0,400.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,80.0,3.0,630.0,1.0
3 BHK Flat in Sector 22 Dwarka,29700000.000000004,3.0,1800.0,1.0
3 BHK Flat in Sector 5 Dwarka,32000000.0,3.0,2000.0,1.0
3 BHK Independent Builder Floor in Sector 20 Rohini,10000000.0,3.0,1100.0,1.0
3 BHK Flat in Sector 22 Dwarka,27500000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 11 Dwarka,38500000.0,4.0,2200.0,1.0
2 BHK Flat in Vikaspuri,90.0,2.0,950.0,1.0
3 BHK Flat in Rajpur Khurd Extension,90.0,3.0,1300.0,1.0
3 BHK Flat in Vasant Kunj,14500000.0,3.0,1300.0,
3 BHK Flat in Vasant Kunj,14500000.0,3.0,1300.0,
3 BHK Flat in Vasant Kunj,14500000.0,3.0,1300.0,
3 BHK Flat in Vasant Kunj,14500000.0,3.0,1300.0,
4 BHK Independent Builder Floor in Sector 8 Dwarka,25000000.0,4.0,1900.0,1.0
4 BHK Flat in Sector 4 Dwarka,34000000.0,4.0,2200.0,1.0
3 BHK Flat in Rajpur,70.0,3.0,1000.0,1.0
3 BHK Flat in Rajpur,70.0,3.0,1000.0,1.0
3 BHK Flat in Rajpur,70.0,3.0,1000.0,1.0
2 BHK Flat in Rajpur,45.0,2.0,700.0,1.0
3 BHK Independent Builder Floor in Dwarka Mor,90.0,3.0,1000.0,1.0
3 BHK Independent Builder Floor in Palam,80.0,3.0,1146.0,
2 BHK Independent Builder Floor in Palam,59.99,2.0,799.0,
3 BHK Flat in Sector 22 Dwarka,31500000.0,3.0,1500.0,1.0
2 BHK Flat in Rajpur,45.9,2.0,670.0,
2 BHK Flat in Rajpur Khurd Extension,47.2,2.0,650.0,
2 BHK Flat in Rajpur Khurd Extension,47.5,2.0,680.0,
2 BHK Flat in Rajpur Khurd Extension,44.5,2.0,680.0,
2 BHK Flat in Rajpur,48.9,2.0,680.0,
2 BHK Independent Builder Floor in Rajpur Khurd Village,56.0,2.0,800.0,1.0
6 BHK Independent Builder Floor in Rohini Sector 28,17900000.0,6.0,2000.0,
4 BHK Independent Builder Floor in Rohini Sector 28,13899999.999999998,4.0,1452.0,
3 BHK Flat in Deenpur,45.0,3.0,1000.0,1.0
3 BHK Flat in Deenpur,45.0,3.0,1000.0,1.0
3 BHK Flat in Sector 5 Dwarka,25500000.0,3.0,1720.0,1.0
3 BHK Flat in Vasant Kunj,40000000.0,3.0,1550.0,
4 BHK Flat in Sultanpur,10500000.0,4.0,1620.0,1.0
4 BHK Flat in Sultanpur,10500000.0,4.0,1620.0,1.0
3 BHK Flat in Sultanpur,82.0,3.0,1215.0,1.0
3 BHK Flat in Sultanpur,82.0,3.0,1215.0,1.0
2 BHK Flat in Sultanpur,55.0,2.0,495.0,1.0
4 BHK Flat in Sultanpur,11000000.0,4.0,1620.0,1.0
4 BHK Flat in Sultanpur,11000000.0,4.0,1620.0,1.0
4 BHK Flat in Sultanpur,10500000.0,4.0,1620.0,1.0
3 BHK Flat in Sultanpur,80.0,3.0,1215.0,1.0
3 BHK Flat in Sultanpur,80.0,3.0,1215.0,1.0
3 BHK Flat in Sultanpur,82.0,3.0,1215.0,1.0
3 BHK Flat in Sector 22 Dwarka,35500000.0,3.0,2000.0,1.0
2 BHK Flat in Rajpur,45.3,2.0,650.0,
2 BHK Flat in Rajpur,49.3,2.0,680.0,
2 BHK Flat in Rajpur,47.4,2.0,680.0,
2 BHK Flat in Rajpur,45.0,2.0,640.0,
2 BHK Flat in Rajpur,46.9,2.0,670.0,
2 BHK Flat in Rajpur,47.8,2.0,650.0,
2 BHK Flat in Rajpur,44.5,2.0,650.0,
2 BHK Flat in Rajpur,44.2,2.0,680.0,
2 BHK Flat in Rajpur,45.5,2.0,680.0,
2 BHK Flat in Rajpur,46.4,2.0,650.0,
2 BHK Flat in Rajpur,44.7,2.0,650.0,
2 BHK Flat in Rajpur,46.8,2.0,620.0,
2 BHK Flat in Rajpur,46.0,2.0,670.0,
3 BHK Flat in Sector 22 Dwarka,33100000.0,3.0,2100.0,1.0
3 BHK Flat in Sector 22 Dwarka,35000000.0,3.0,1943.0,1.0
3 BHK Flat in Sector 23 Dwarka,27500000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 10 Dwarka,35500000.0,4.0,2200.0,1.0
3 BHK Flat in Sector 10 Dwarka,28000000.0,3.0,1500.0,1.0
3 BHK Flat in Sector 10 Dwarka,30000000.0,3.0,2050.0,1.0
2 BHK Independent Builder Floor in Dwarka Mor,25.0,2.0,600.0,1.0
2 BHK Flat in Deenpur,30.0,2.0,600.0,1.0
2 BHK Flat in Deenpur,35.0,2.0,600.0,1.0
3 BHK Flat in Sector 23 Dwarka,27500000.0,3.0,1800.0,1.0
2 BHK Flat in Rajpur,43.0,2.0,650.0,
2 BHK Flat in Rajpur,46.3,2.0,670.0,
2 BHK Independent Builder Floor in Dwarka Mor,35.6,2.0,600.0,
2 BHK Independent Builder Floor in Malviya Nagar,15000000.0,2.0,900.0,
2 BHK Flat in Sector 9 Dwarka,21000000.0,2.0,1300.0,1.0
4 BHK Flat in Sector 11 Dwarka,38500000.0,4.0,2300.0,1.0
4 BHK Flat in Sector 5 Dwarka,38200000.0,4.0,2200.0,1.0
2 BHK Independent Builder Floor in Rajpur Khurd Village,58.2,2.0,810.0,1.0
2 BHK Flat in Burari,35.21,2.0,800.0,1.0
3 BHK Flat in Burari,52.11,3.0,900.0,
3 BHK Independent Builder Floor in Dwarka Mor,68.0,3.0,810.0,1.0
3 BHK Flat in Sector 19 Dwarka,28500000.0,3.0,2000.0,1.0
3 BHK Flat in Sector 19 Dwarka,34000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Govindpuri,55.0,3.0,900.0,
4 BHK Flat in Sector 18 Dwarka,37500000.0,4.0,2200.0,1.0
3 BHK Flat in Sector 7 Dwarka,23500000.0,3.0,1850.0,1.0
4 BHK Flat in Sector 22 Dwarka,42000000.0,4.0,3000.0,1.0
3 BHK Flat in Sector 23 Dwarka,25500000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 3 Dwarka,26800000.0,3.0,1600.0,1.0
3 BHK Flat in Sector 12 Dwarka,27200000.000000004,3.0,1800.0,
3 BHK Independent Builder Floor in Paschim Vihar,20000000.0,3.0,900.0,
3 BHK Flat in Sector 3 Dwarka,28500000.0,3.0,2000.0,1.0
3 BHK Flat in Sector 12 Dwarka,25000000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 19 Dwarka,28500000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 22 Dwarka,35000000.0,3.0,2000.0,1.0
3 BHK Flat in Sector 4 Dwarka,25200000.0,3.0,1550.0,1.0
3 BHK Flat in Sector 12 Dwarka,28900000.0,3.0,1550.0,1.0
3 BHK Flat in Sector 18 Dwarka,36000000.0,3.0,2000.0,1.0
3 BHK Flat in Sector 18 Dwarka,28000000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 18 Dwarka,37500000.0,4.0,2200.0,1.0
3 BHK Flat in Sector 6 Dwarka,29000000.0,3.0,2000.0,1.0
4 BHK Flat in Sector 4 Dwarka,39000000.0,4.0,2000.0,1.0
4 BHK Flat in Sector 9 Dwarka,36500000.0,4.0,2400.0,1.0
3 BHK Flat in Sector 5 Dwarka,25500000.0,3.0,1900.0,1.0
3 BHK Flat in Sector 18 Dwarka,30000000.0,3.0,2000.0,1.0
3 BHK Flat in Sector 4 Dwarka,25200000.0,3.0,1600.0,
3 BHK Flat in Sector 23 Dwarka,27500000.0,3.0,1700.0,
3 BHK Flat in Sector 11 Dwarka,26800000.0,3.0,1800.0,1.0
2 BHK Flat in Chhattarpur,72.0,2.0,950.0,1.0
4 BHK Independent Builder Floor in Rohini Sector 28,13200000.0,4.0,1450.0,
4 BHK Flat in Sector 12 Dwarka,42500000.0,4.0,2400.0,1.0
3 BHK Independent Builder Floor in Nilothi,55.0,3.0,1632.0,1.0
4 BHK Flat in Sector 18 Dwarka,42500000.0,4.0,2400.0,1.0
4 BHK Flat in Sector 22 Dwarka,42000000.0,4.0,2200.0,1.0
4 BHK Independent Builder Floor in Hauz Khas,155000000.0,4.0,4500.0,
4 BHK Independent Builder Floor in Rohini Sector 28,12900000.0,4.0,1450.0,
4 BHK Independent Builder Floor in Rohini Sector 28,12000000.0,4.0,1500.0,1.0
3 BHK Independent Builder Floor in Rajpur,70.0,3.0,1000.0,
3 BHK Independent Builder Floor in Rajpur,70.0,3.0,1000.0,
2 BHK Independent Builder Floor in Mansarover Garden,90.0,2.0,758.0,
3 BHK Flat in Sector 23 Dwarka,27500000.0,3.0,2000.0,1.0
3 BHK Flat in Sector 22 Dwarka,28500000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 12 Dwarka,28500000.0,3.0,1600.0,1.0
3 BHK Flat in Deenpur,45.0,3.0,1000.0,1.0
3 BHK Flat in Kishangarh,15000000.0,3.0,1200.0,1.0
4 BHK Flat in Burari,79.5,4.0,1350.0,1.0
3 BHK Flat in Burari,56.5,3.0,900.0,1.0
3 BHK Flat in Burari,56.0,3.0,950.0,1.0
3 BHK Flat in Burari,55.0,3.0,950.0,1.0
2 BHK Flat in Rajpur,48.0,2.0,750.0,
2 BHK Flat in Rajpur Khurd Village,48.0,2.0,750.0,
1 BHK Flat in Rajpur,27.0,1.0,450.0,
4 BHK Flat in Sector 5 Dwarka,38500000.0,4.0,2400.0,1.0
2 BHK Flat in Burari,28.0,2.0,650.0,1.0
2 BHK Flat in Burari,28.0,2.0,650.0,1.0
3 BHK Flat in Burari,49.0,3.0,950.0,1.0
4 BHK Flat in Burari,85.0,4.0,1400.0,1.0
3 BHK Independent Builder Floor in Sector 11 Rohini,12500000.0,3.0,850.0,
3 BHK Flat in Sector 2 Dwarka,26200000.0,3.0,1648.0,1.0
3 BHK Independent Builder Floor in Malviya Nagar,19000000.0,3.0,1125.0,1.0
3 BHK Flat in Sector 6 Dwarka,27900000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,47500000.0,4.0,2520.0,1.0
4 BHK Flat in Sector 12 Dwarka,39800000.0,4.0,2100.0,1.0
2 BHK Flat in Sector 12 Dwarka,17500000.0,2.0,1000.0,1.0
4 BHK Flat in Sector 10 Dwarka,29500000.0,4.0,1900.0,1.0
3 BHK Flat in Sector 5 Dwarka,24000000.0,3.0,1500.0,1.0
4 BHK Flat in Sector 11 Dwarka,32000000.0,4.0,2000.0,1.0
2 BHK Independent Builder Floor in Nawada,36.0,2.0,500.0,
3 BHK Independent Builder Floor in Nawada,55.0,3.0,850.0,
3 BHK Independent Builder Floor in Nawada,66.0,3.0,850.0,
4 BHK Independent Builder Floor in Dwarka Mor,80.0,4.0,1200.0,
2 BHK Independent Builder Floor in Nawada,30.0,2.0,540.0,
3 BHK Independent Builder Floor in Pitampura,45000000.0,3.0,2100.0,1.0
3 BHK Independent Builder Floor in Pitampura,60000000.0,3.0,2100.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,43500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Kirti Nagar,57500000.0,4.0,2700.0,1.0
3 BHK Flat in Sector 19 Dwarka,37500000.0,3.0,2000.0,1.0
4 BHK Flat in Sector 19 Dwarka,41100000.0,4.0,1900.0,1.0
2 BHK Flat in Burari,36.0,2.0,700.0,
4 BHK Flat in Burari,78.0,4.0,1350.0,
2 BHK Flat in Burari,36.0,2.0,700.0,
2 BHK Flat in Sector 24 Rohini,33.0,2.0,499.0,1.0
2 BHK Independent Builder Floor in Govindpuri,35.0,2.0,850.0,1.0
3 BHK Flat in Sector 15 Dwarka,67.0,3.0,900.0,1.0
4.5 BHK Flat in Sector 10 Dwarka,32000000.0,5.0,2000.0,1.0
4 BHK Flat in Sector 24 Rohini,76.0,4.0,1250.0,1.0
2 BHK Independent Builder Floor in Uttam Nagar,35.0,2.0,540.0,
3 BHK Flat in Sector 6 Dwarka,27000000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 5 Dwarka,33100000.0,4.0,2200.0,1.0
2 BHK Flat in Uttam Nagar,41.0,2.0,600.0,1.0
3 BHK Flat in Sector 9 Dwarka,29600000.0,3.0,1900.0,1.0
2 BHK Independent Builder Floor in Malviya Nagar,21500000.0,2.0,900.0,1.0
3 BHK Flat in Chhattarpur,10500000.0,3.0,1425.0,
2 BHK Flat in Rajpur,42.0,2.0,750.0,
3 BHK Flat in Sector 18 Dwarka,29400000.0,3.0,1900.0,1.0
2 BHK Flat in Nawada,30.0,2.0,560.0,1.0
2 BHK Independent Builder Floor in Nawada,27.0,2.0,560.0,1.0
2 BHK Flat in Nawada,30.0,2.0,560.0,1.0
2 BHK Flat in Nawada,26.0,2.0,540.0,1.0
2 BHK Flat in Nawada,31.0,2.0,560.0,1.0
2 BHK Flat in Neb Sarai,60.0,2.0,1000.0,1.0
3 BHK Flat in Sector 2 Dwarka,28500000.0,3.0,2100.0,1.0
4 BHK Independent Builder Floor in Sector 17 Rohini,28000000.0,4.0,2500.0,
3 BHK Flat in Nawada,48.0,3.0,810.0,1.0
2 BHK Flat in Sector 17 Dwarka,15000000.0,2.0,1300.0,1.0
3 BHK Flat in Sector 23 Dwarka,27000000.0,3.0,1640.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,25000000.0,3.0,1900.0,1.0
1 BHK Flat in Neb Sarai,30.0,1.0,500.0,
4 BHK Independent Builder Floor in Sector 24 Rohini,17000000.0,4.0,1500.0,1.0
2 BHK Flat in Dwarka Mor,42.5,2.0,600.0,
4 BHK Flat in Sector 5 Dwarka,33100000.0,4.0,2200.0,1.0
2 BHK Flat in Sector 4 Dwarka,18200000.0,2.0,1200.0,
3 BHK Flat in Sector 5 Dwarka,25200000.0,3.0,1800.0,
2 BHK Independent Builder Floor in Chhattarpur,55.6,2.0,720.0,1.0
2 BHK Independent Builder Floor in Uttam Nagar,35.0,2.0,540.0,1.0
2 BHK Independent Builder Floor in Uttam Nagar,35.5,2.0,540.0,1.0
3 BHK Independent Builder Floor in Uttam Nagar,85.0,3.0,900.0,1.0
3 BHK Independent Builder Floor in Uttam Nagar,74.0,3.0,850.0,1.0
2 BHK Independent Builder Floor in Uttam Nagar,37.0,2.0,540.0,1.0
3 BHK Flat in Sector 10 Dwarka,28200000.0,3.0,1800.0,1.0
2 BHK Independent Builder Floor in Paschim Vihar,12500000.0,2.0,758.0,
3 BHK Independent Builder Floor in Rajpur,90.25,3.0,1260.0,1.0
4 BHK Flat in Sector 4 Dwarka,39000000.0,4.0,2500.0,1.0
4 BHK Independent Builder Floor in Sector 17 Dwarka,45000000.0,4.0,2400.0,1.0
3 BHK Flat in Sector 2 Dwarka,27500000.0,3.0,1400.0,1.0
3 BHK Flat in Sector 22 Dwarka,21500000.0,3.0,1500.0,1.0
3 BHK Flat in Sector 2 Dwarka,27500000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 3 Dwarka,28900000.0,3.0,1950.0,1.0
2 BHK Flat in Sector 3 Dwarka,19500000.0,2.0,1200.0,1.0
3 BHK Flat in Sector 5 Dwarka,32000000.0,3.0,1900.0,1.0
3 BHK Independent Builder Floor in Khanpur,55.0,3.0,960.0,
3 BHK Flat in Khanpur,67.0,3.0,1000.0,
2 BHK Flat in Khanpur,38.0,2.0,685.0,
2 BHK Flat in Khanpur,34.0,2.0,680.0,
2 BHK Flat in Khanpur,35.0,2.0,680.0,
2 BHK Flat in Khanpur,34.5,2.0,680.0,
2 BHK Flat in Khanpur,36.0,2.0,650.0,
2 BHK Flat in Khanpur,34.5,2.0,680.0,
2 BHK Flat in Khanpur,36.0,2.0,650.0,
2 BHK Independent Builder Floor in Khanpur,35.0,2.0,650.0,
3 BHK Independent Builder Floor in Khanpur,60.0,3.0,1000.0,
3 BHK Flat in Khanpur,61.0,3.0,980.0,
2 BHK Flat in Khanpur,33.0,2.0,650.0,
2 BHK Flat in Khanpur,32.0,2.0,650.0,
3 BHK Flat in Khanpur,60.0,3.0,900.0,
3 BHK Independent Builder Floor in Khanpur,58.0,3.0,900.0,
3 BHK Independent Builder Floor in Khanpur,56.0,3.0,900.0,
3 BHK Flat in Khanpur,60.0,3.0,1000.0,
3 BHK Flat in Sector 4 Dwarka,25800000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 4 Dwarka,37500000.0,4.0,2250.0,1.0
3 BHK Flat in Sector 18 Dwarka,28000000.0,3.0,1700.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,36500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,41000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,40000000.0,3.0,1800.0,1.0
2 BHK Flat in Khanpur,38.0,2.0,750.0,1.0
3 BHK Independent Builder Floor in Defence Colony,80000000.0,3.0,1953.0,1.0
3 BHK Flat in Sector 9 Dwarka,29800000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 9 Dwarka,36500000.0,4.0,2400.0,1.0
3 BHK Flat in Sector 6 Dwarka,25900000.0,3.0,1850.0,1.0
3 BHK Flat in Sector 10 Dwarka,24800000.0,3.0,1900.0,1.0
4 BHK Flat in Sector 4 Dwarka,39000000.0,4.0,2200.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,60000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Defence Colony,125000000.0,4.0,2403.0,1.0
3 BHK Independent Builder Floor in Defence Colony,85000000.0,3.0,1953.0,1.0
4 BHK Independent Builder Floor in Bharat Vihar,10800000.0,4.0,1450.0,1.0
3 BHK Independent Builder Floor in Tagore Garden Extension,42500000.0,3.0,1800.0,1.0
4 BHK Flat in Sector 19 Dwarka,41100000.0,4.0,2000.0,1.0
