title,price,bhk,area_sqft,parking
4 BHK Independent Builder Floor in West End,235000000.0,4.0,4500.0,
2 BHK Independent Builder Floor in Tagore Garden Extension,13500000.0,2.0,900.0,
3 BHK Independent Builder Floor in Patel Nagar,16000000.0,3.0,1200.0,1.0
Residential Plot in Punjabi Bagh,165000000.0,,,
3 BHK Flat in Dwarka Mor,66.0,3.0,810.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,65000000.0,4.0,3240.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,54500000.0,4.0,2520.0,1.0
3 BHK Flat in Anand Niketan,85000000.0,3.0,2000.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,37500000.0,3.0,1800.0,
4 BHK Independent Builder Floor in Punjabi Bagh,125000000.0,4.0,5994.0,
3 BHK Independent Builder Floor in Safdarjung Development Area,55000000.0,3.0,1500.0,1.0
4 BHK Independent Builder Floor in Geetanjali Enclave,100000000.0,4.0,3000.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,37500000.0,3.0,1530.0,1.0
4 BHK Flat in Sector 11 Dwarka,32500000.0,4.0,2200.0,1.0
3 BHK Flat in Sector 4 Dwarka,25800000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 3 Dwarka,27900000.0,3.0,1900.0,1.0
3 BHK Flat in Sector 4 Dwarka,26700000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 2 Dwarka,28000000.0,3.0,2200.0,1.0
4 BHK Flat in Sector 12 Dwarka,42500000.0,4.0,3000.0,1.0
4 BHK Flat in Sector 12 Dwarka,37800000.0,4.0,2200.0,1.0
4 BHK Independent Builder Floor in Maharani Bagh,280000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,44500000.0,4.0,2700.0,
3 BHK Flat in Vasant Kunj,35500000.0,3.0,1850.0,
2 BHK Independent Builder Floor in Ramesh Nagar,15500000.0,2.0,1000.0,
3 BHK Flat in Dwarka Mor,65.0,3.0,900.0,1.0
2 BHK Flat in Mehrauli,45.0,2.0,900.0,1.0
6 BHK Independent Builder Floor in Sector 23 Rohini,32000000.0,6.0,3420.0,1.0
4 BHK Independent Builder Floor in Chittaranjan Park,70000000.0,4.0,2250.0,1.0
3 BHK Flat in Sector 9 Rohini,31500000.0,3.0,1350.0,1.0
5 BHK Duplex in Punjabi Bagh,130000000.0,5.0,9900.0,
3 BHK Independent Builder Floor in Uttam Nagar,39.0,3.0,653.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,37000000.0,3.0,1150.0,
3 BHK Independent Builder Floor in Sector 23 Rohini,85.0,3.0,850.0,1.0
4 BHK Independent Builder Floor in Sector 23 Rohini,27500000.0,4.0,2350.0,
2 BHK Independent Builder Floor in Sector 25 Rohini,79.0,2.0,650.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,86.0,3.0,850.0,1.0
6 BHK Flat in Sector 9 Rohini,90000000.0,6.0,3500.0,1.0
4 BHK Flat in Sector 9 Rohini,35000000.0,4.0,1650.0,1.0
3 BHK Independent Builder Floor in Laxmi Nagar,13500000.0,3.0,1400.0,
3 BHK Flat in Sector 14 Rohini,26500000.0,3.0,1250.0,1.0
4 BHK Independent Builder Floor in Vishnu Garden,41500000.0,4.0,2350.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,13799999.999999998,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,95.0,3.0,850.0,1.0
2 BHK Independent Builder Floor in Sector 24 Rohini,75.0,2.0,700.0,1.0
3 BHK Independent Builder Floor in Sector 20 Rohini,95.0,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Sector 23 Rohini,95.0,3.0,850.0,1.0
3 BHK Independent Builder Floor in Sector 22 Rohini,14500000.0,3.0,1250.0,1.0
3 BHK Independent Builder Floor in Sector 23 Rohini,90.0,3.0,950.0,1.0
4 BHK Independent Builder Floor in Sector 23 Rohini,27000000.0,4.0,2350.0,1.0
3 BHK Independent Builder Floor in Sector 23 Rohini,95.0,3.0,800.0,1.0
2 BHK Independent Builder Floor in Sector 25 Rohini,54.0,2.0,550.0,1.0
4 BHK Independent Builder Floor in Safdarjung Development Area,115000000.0,4.0,2970.0,
3 BHK Independent Builder Floor in Kalyan Vihar,26500000.0,3.0,1759.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,80000000.0,3.0,2500.0,1.0
6 BHK Independent Builder Floor in Sector 24 Rohini,33500000.0,6.0,2100.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,40.0,2.0,720.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,23800000.0,3.0,1350.0,
4 BHK Independent Builder Floor in Janakpuri,67500000.0,4.0,3510.0,
3 BHK Independent Builder Floor in East Of Kailash,51000000.0,3.0,1800.0,1.0
2 BHK Flat in Mehrauli,38.0,2.0,900.0,1.0
3 BHK Flat in Sector 13 Rohini,20000000.0,3.0,1250.0,1.0
3 BHK Flat in Mehrauli,75.0,3.0,1300.0,1.0
4 BHK Independent Builder Floor in Gujranwala Town,120000000.0,4.0,4050.0,1.0
3 BHK Flat in Sector 13 Rohini,21500000.0,3.0,1250.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,75.0,3.0,800.0,
2 BHK Independent Builder Floor in Sector 25 Rohini,65.0,2.0,650.0,
3 BHK Independent Builder Floor in Sector 21 Rohini,12500000.0,3.0,1305.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,12000000.0,3.0,1000.0,
3 BHK Independent Builder Floor in Safdarjung Enclave,63500000.0,3.0,2070.0,
2 BHK Independent Builder Floor in Arjun Nagar,10000000.0,2.0,750.0,1.0
2 BHK Independent Builder Floor in Arjun Nagar,80.0,2.0,700.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,65000000.0,3.0,1872.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,165000000.0,4.0,4500.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,68000000.0,3.0,1872.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,95000000.0,4.0,2799.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,105000000.0,4.0,2772.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,220000000.0,4.0,4500.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,23500000.0,3.0,1350.0,
3 BHK Independent Builder Floor in Paschim Vihar,30000000.0,3.0,1800.0,1.0
3 BHK Flat in Paschim Vihar,15000000.0,3.0,1250.0,1.0
2 BHK Flat in Paschim Vihar,15000000.0,2.0,1050.0,1.0
3 BHK Flat in Paschim Vihar,18000000.0,3.0,1050.0,1.0
2 BHK Flat in Paschim Vihar,12500000.0,2.0,1050.0,1.0
2 BHK Flat in Paschim Vihar,17000000.0,2.0,1050.0,1.0
4 BHK Independent Builder Floor in Sukhdev Vihar,90000000.0,4.0,2600.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,85000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,100000000.0,4.0,3060.0,1.0
5 BHK Independent House in Paschim Vihar,140000000.0,5.0,2700.0,
4 BHK Independent Builder Floor in Vasant Vihar,220000000.0,4.0,5400.0,
3 BHK Independent Builder Floor in Safdarjung Enclave,66000000.0,3.0,2115.0,
4 BHK Independent Builder Floor in Model Town,69500000.0,4.0,4050.0,1.0
4 BHK Independent Builder Floor in Gujranwala Town,49500000.0,4.0,2450.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,34000000.0,3.0,1440.0,1.0
4 BHK Independent Builder Floor in Gujranwala Town,45500000.0,4.0,2200.0,1.0
4 BHK Independent Builder Floor in Sector 5 Rohini,23500000.0,4.0,1350.0,1.0
4 BHK Independent Builder Floor in Jamia Nagar,12500000.0,4.0,1900.0,1.0
4 BHK Independent Builder Floor in Sector 24 Rohini,17500000.0,4.0,1450.0,
3 BHK Independent Builder Floor in Punjabi Bagh,62500000.0,3.0,2700.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,37500000.0,3.0,2700.0,1.0
3 BHK Independent Builder Floor in Punjabi Bagh,37500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,55000000.0,4.0,2610.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,36000000.0,3.0,1800.0,
3 BHK Independent Builder Floor in Pitampura,62.0,3.0,950.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,35000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,34000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,52500000.0,3.0,1972.0,
4 BHK Independent Builder Floor in Greater Kailash I,100000000.0,4.0,2700.0,
4 BHK Flat in Paschim Vihar,15000000.0,4.0,1200.0,1.0
4 BHK Independent Builder Floor in New Friends Colony,91500000.0,4.0,5000.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,23000000.0,3.0,1350.0,
3 BHK Independent Builder Floor in Sector 6 Rohini,13100000.0,3.0,1050.0,
4 BHK Independent Builder Floor in Naraina,51000000.0,4.0,3000.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,77500000.0,4.0,2550.0,
3 BHK Independent Builder Floor in Greater Kailash,64500000.0,3.0,1750.0,
2 BHK Independent Builder Floor in Sector 24 Rohini,85.0,2.0,750.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,18000000.0,3.0,1125.0,
4 BHK Independent Builder Floor in Rajouri Garden,46000000.0,4.0,2754.0,1.0
4 BHK Independent Builder Floor in Model Town,50000000.0,4.0,2448.0,1.0
4 BHK Independent Builder Floor in Gujranwala Town,70000000.0,4.0,3510.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,29000000.0,3.0,1540.0,1.0
4 BHK Independent Builder Floor in Gujranwala Town,55000000.0,4.0,3490.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,33500000.0,3.0,1600.0,1.0
4 BHK Independent Builder Floor in Model Town,42500000.0,4.0,2565.0,1.0
4 BHK Independent Builder Floor in Model Town,65000000.0,4.0,4050.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,34000000.0,3.0,1440.0,1.0
4 BHK Independent Builder Floor in Model Town,85000000.0,4.0,4050.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,39000000.0,3.0,1440.0,1.0
4 BHK Independent Builder Floor in Rajouri Garden,50000000.0,4.0,2500.0,1.0
4 BHK Independent House in Pitampura,17500000.0,4.0,1485.0,1.0
2 BHK Independent Builder Floor in Pitampura,75.0,2.0,675.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,165000000.0,4.0,4500.0,
4 BHK Independent Builder Floor in Greater Kailash,180000000.0,4.0,4050.0,
4 BHK Independent Builder Floor in Greater Kailash,140000000.0,4.0,4050.0,
4 BHK Independent Builder Floor in Green Park Extension,95000000.0,4.0,2799.0,
4 BHK Independent Builder Floor in Green Park Extension,115000000.0,4.0,2799.0,
4 BHK Independent Builder Floor in Greater Kailash,85000000.0,4.0,2700.0,
3.5 BHK Independent Builder Floor in Greater Kailash,60000000.0,5.0,2250.0,
4 BHK Independent Builder Floor in Green Park Extension,95000000.0,4.0,2799.0,
3 BHK Independent Builder Floor in Paschim Vihar,22800000.0,3.0,1350.0,
3 BHK Flat in Sector 9 Rohini,39000000.0,3.0,1450.0,1.0
3 BHK Independent Builder Floor in Mansarover Garden,17200000.0,3.0,1300.0,
3 BHK Independent Builder Floor in Sector 29 Rohini,15800000.0,3.0,1250.0,1.0
3 BHK Independent Builder Floor in Rohini Sector 28,88.0,3.0,850.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,85000000.0,4.0,2200.0,
4 BHK Independent Builder Floor in Green Park,85000000.0,4.0,2200.0,
4 BHK Independent Builder Floor in Hauz Khas,105000000.0,4.0,2200.0,
4 BHK Independent Builder Floor in Greater Kailash,75000000.0,4.0,2550.0,
4 BHK Flat in Mehrauli,11000000.0,4.0,1600.0,1.0
2 BHK Independent Builder Floor in Sector 24 Rohini,58.0,2.0,600.0,1.0
4 BHK Independent Builder Floor in Anand Lok,160000000.0,4.0,2500.0,
3 BHK Independent Builder Floor in Sector 24 Rohini,13000000.0,3.0,1250.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,80000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Hauz Khas,110000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,80000000.0,4.0,2502.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,65000000.0,4.0,2295.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,220000000.0,4.0,5850.0,1.0
3 BHK Independent Builder Floor in Safdarjung Enclave,72500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Safdarjung Development Area,175000000.0,4.0,4500.0,
3 BHK Independent Builder Floor in Sarvodaya Enclave,55000000.0,3.0,1800.0,
4 BHK Independent Builder Floor in Safdarjung Development Area,160000000.0,4.0,4050.0,
4 BHK Independent Builder Floor in Safdarjung Enclave,75000000.0,4.0,2700.0,
4 BHK Independent Builder Floor in Greater Kailash,145000000.0,4.0,4500.0,
3 BHK Independent Builder Floor in Defence Colony,80000000.0,3.0,1953.0,
3 BHK Independent Builder Floor in Pitampura,30000000.0,3.0,1300.0,1.0
3 BHK Independent Builder Floor in Sector 23 Rohini,72.0,3.0,800.0,1.0
2 BHK Flat in Sector 5 Dwarka,18000000.0,2.0,1200.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,13500000.0,3.0,900.0,
3 BHK Independent Builder Floor in Pitampura,34800000.0,3.0,1350.0,
5 BHK Independent House in Pitampura,110000000.0,5.0,1600.0,1.0
4 BHK Independent Builder Floor in Defence Colony,102500000.0,4.0,2925.0,
2 BHK Independent Builder Floor in Palam,44.9,2.0,500.0,
2 BHK Independent Builder Floor in Palam,44.93,2.0,500.0,
4 BHK Independent Builder Floor in Anand Vihar,70000000.0,4.0,3330.0,1.0
3 BHK Independent Builder Floor in Anand Vihar,35000000.0,3.0,1665.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,30000000.0,3.0,1150.0,
3 BHK Independent Builder Floor in Navjeevan Vihar,65000000.0,3.0,1950.0,
3 BHK Independent Builder Floor in Greater Kailash,42100000.0,3.0,2050.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,22500000.0,3.0,1350.0,
4 BHK Independent Builder Floor in Vasant Vihar,250000000.0,4.0,5400.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,145000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Chittaranjan Park,94000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,90000000.0,4.0,2700.0,1.0
Residential Plot in Sector 34 Rohini,90.0,,60.0,
3 BHK Independent Builder Floor in Ramesh Nagar,15500000.0,3.0,1340.0,
4 BHK Flat in Vasant Kunj,57500000.0,4.0,2600.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,85.0,3.0,800.0,1.0
4 BHK Independent Builder Floor in Sector 26 Rohini,50000000.0,4.0,3600.0,1.0
8 BHK Duplex in Anand Vihar,60000000.0,8.0,6000.0,1.0
3 BHK Flat in Paschim Vihar,17500000.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in Soami Nagar,115000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Defence Colony,157500000.0,4.0,2925.0,
4 BHK Independent Builder Floor in Jangpura,64000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Shalimar Bagh,42500000.0,3.0,1500.0,1.0
2 BHK Independent Builder Floor in Subhash Nagar,80.0,2.0,900.0,1.0
3 BHK Independent Builder Floor in Lajpat Nagar,55000000.0,3.0,1600.0,1.0
2 BHK Independent Builder Floor in Shakurpur,60.0,2.0,700.0,1.0
2 BHK Flat in Paschim Vihar,12000000.0,2.0,875.0,
2 BHK Independent Builder Floor in Moti Nagar,16000000.0,2.0,900.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,58000000.0,3.0,1800.0,1.0
2 BHK Independent Builder Floor in Mayur Vihar Phase 1,27.0,2.0,550.0,1.0
1 BHK Independent Builder Floor in Pul Prahlad Pur,13.5,1.0,320.0,1.0
4 BHK Independent Builder Floor in Mansarover Garden,55000000.0,4.0,2700.0,
3 BHK Independent Builder Floor in Kirti Nagar,39000000.0,3.0,1800.0,
2 BHK Flat in Mehrauli,25.0,2.0,600.0,1.0
2 BHK Independent Builder Floor in Lajpat Nagar,21000000.0,2.0,900.0,1.0
4 BHK Flat in Sector 12 Dwarka,42500000.0,4.0,2400.0,1.0
10 BHK Independent House in Laxmi Nagar,24000000.0,10.0,550.0,
4 BHK Independent Builder Floor in Defence Colony,162500000.0,4.0,2925.0,
3 BHK Independent Builder Floor in Paschim Vihar,27800000.0,3.0,1350.0,1.0
3 BHK Flat in Sector 4 Dwarka,26500000.0,3.0,2100.0,
3 BHK Independent Builder Floor in Kalkaji,67500000.0,3.0,3150.0,
3 BHK Flat in Paschim Vihar,16000000.0,3.0,900.0,1.0
2 BHK Independent House in Lajpat Nagar,18500000.0,2.0,950.0,
2 BHK Independent Builder Floor in Hari Nagar,47.0,2.0,720.0,1.0
4 BHK Independent Builder Floor in Vasant Kunj,60000000.0,4.0,2900.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,29000000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,45000000.0,4.0,2250.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,28500000.0,3.0,1260.0,
3 BHK Independent Builder Floor in Rajouri Garden,21500000.0,3.0,1440.0,
3 BHK Flat in Nizamuddin East,57500000.0,3.0,1200.0,1.0
Residential Plot in Punjabi Bagh,150000000.0,,2492.0,
3 BHK Independent Builder Floor in Mehrauli,85.0,3.0,1200.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,80000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,25000000.0,3.0,1350.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,25000000.0,3.0,1200.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,45000000.0,4.0,2250.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,23000000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,25000000.0,3.0,1350.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,45000000.0,4.0,2250.0,1.0
3.5 BHK Independent Builder Floor in Govindpuri,43.0,5.0,1150.0,1.0
3 BHK Independent Builder Floor in Kalyan Vihar,85.0,3.0,1350.0,1.0
3 BHK Flat in Freedom Fighters Enclave,85.0,3.0,1200.0,1.0
3 BHK Independent Builder Floor in Sector 23 Rohini,72.0,3.0,800.0,1.0
4 BHK Independent Builder Floor in Mayur Vihar Phase 1,10500000.0,4.0,1300.0,1.0
4 BHK Independent Builder Floor in Sector 24 Rohini,42500000.0,4.0,3900.0,
3 BHK Independent Builder Floor in Freedom Fighters Enclave,18500000.0,3.0,1800.0,1.0
3 BHK Flat in Sector 13 Rohini,16700000.0,3.0,1150.0,1.0
3 BHK Independent Builder Floor in Sector 21 Rohini,10800000.0,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Sector 21 Rohini,11500000.0,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Sector 21 Rohini,95.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in South Extension II,150000000.0,4.0,5400.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,27500000.0,3.0,1350.0,1.0
3 BHK Independent Builder Floor in Sector 29 Rohini,65.0,3.0,850.0,1.0
4 BHK Independent Builder Floor in Saket,66000000.0,4.0,2700.0,
2 BHK Independent Builder Floor in Janakpuri,14000000.0,2.0,816.0,1.0
2 BHK Independent Builder Floor in Pitampura,70.0,2.0,720.0,
4 BHK Independent House in Ramesh Nagar,37500000.0,4.0,1500.0,1.0
3 BHK Independent Builder Floor in Rajouri Garden,32000000.0,3.0,1440.0,1.0
2 BHK Independent Builder Floor in Sector 21 Rohini,72.0,2.0,720.0,1.0
2 BHK Independent Builder Floor in Sector 21 Rohini,70.0,2.0,720.0,1.0
2 BHK Independent Builder Floor in Sector 24 Rohini,75.0,2.0,688.0,1.0
2 BHK Independent Builder Floor in Sector 24 Rohini,75.0,2.0,690.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,90.0,3.0,700.0,1.0
1 BHK Independent Builder Floor in Sector 7 Rohini,33.0,1.0,400.0,1.0
4 BHK Independent Builder Floor in Panchsheel Park,180000000.0,4.0,4200.0,1.0
3 BHK Independent Builder Floor in Kirti Nagar,20000000.0,3.0,1500.0,1.0
3 BHK Independent Builder Floor in Dwarka Mor,60.0,3.0,1000.0,1.0
3 BHK Flat in Razapur Khurd,51.0,3.0,810.0,1.0
3 BHK Flat in Dwarka Mor,65.0,3.0,900.0,1.0
3 BHK Flat in Dwarka Mor,71.0,3.0,900.0,1.0
4 BHK Independent Builder Floor in Sector 22 Rohini,15500000.0,4.0,1350.0,1.0
4 BHK Independent Builder Floor in Punjabi Bagh,46000000.0,4.0,2250.0,
3 BHK Flat in Mandi,75.0,3.0,1250.0,1.0
2 BHK Flat in Sector 4 Dwarka,18200000.0,2.0,1250.0,1.0
2 BHK Independent Builder Floor in Ramesh Nagar,12700000.0,2.0,1000.0,
3 BHK Flat in Sector 13 Dwarka,26800000.0,3.0,1600.0,1.0
4 BHK Flat in Sector 4 Dwarka,39200000.0,4.0,2400.0,1.0
4 BHK Flat in Sector 17 Dwarka,45000000.0,4.0,2500.0,1.0
4 BHK Flat in Sector 10 Dwarka,34000000.0,4.0,2600.0,1.0
4 BHK Flat in Sector 6 Dwarka,36000000.0,4.0,2400.0,1.0
4 BHK Flat in Sector 11 Dwarka,32100000.0,4.0,2400.0,1.0
4 BHK Flat in Sector 6 Dwarka,38000000.0,4.0,2400.0,1.0
4 BHK Flat in Sector 3 Dwarka,35500000.0,4.0,2400.0,1.0
3 BHK Independent Builder Floor in Green Park,65000000.0,3.0,1800.0,1.0
8 BHK Independent House in Gulmohar Park,450000000.0,8.0,6000.0,1.0
3 BHK Flat in Sector 24 Dwarka,28000000.0,3.0,1300.0,1.0
4 BHK Flat in Sector 24 Dwarka,35200000.0,4.0,2200.0,1.0
6 BHK Independent House in Punjabi Bagh,175000000.0,6.0,2520.0,1.0
3 BHK Independent Builder Floor in Mukherjee Nagar,80.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Mansarover Garden,39500000.0,3.0,2200.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,44000000.0,3.0,1850.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,61000000.0,3.0,1800.0,
3 BHK Independent Builder Floor in Defence Colony,65000000.0,3.0,2700.0,
3 BHK Flat in Sector 6 Dwarka,27100000.0,3.0,1600.0,
3 BHK Flat in Sector 3 Dwarka,25200000.0,3.0,1700.0,
Residential Plot in Bali Nagar,120000000.0,,1800.0,
Residential Plot in Rajouri Garden,260000000.0,,5000.0,
4 BHK Independent Builder Floor in Paschim Vihar,53000000.0,4.0,2450.0,1.0
1 RK Independent Builder Floor in Lajpat Nagar,11000000.0,,900.0,1.0
3 BHK Independent Builder Floor in Ashok Vihar,42400000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Gujranwala Town,35000000.0,3.0,1450.0,1.0
4 BHK Independent Builder Floor in Gujranwala Town,51000000.0,4.0,2268.0,1.0
4 BHK Independent Builder Floor in Ashok Vihar,78000000.0,4.0,3600.0,1.0
3 BHK Independent Builder Floor in Ashok Vihar,42500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,22500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,87500000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in GTB Nagar,31000000.0,3.0,1440.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,27500000.0,3.0,1950.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,44000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,45000000.0,4.0,2700.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,50000000.0,4.0,2700.0,1.0
3 BHK Flat in Paschim Vihar,16000000.0,3.0,1100.0,
4 BHK Independent Builder Floor in Model Town,90000000.0,4.0,4050.0,1.0
4 BHK Independent Builder Floor in Model Town,55000000.0,4.0,2450.0,1.0
4 BHK Independent Builder Floor in Model Town,80000000.0,4.0,4050.0,1.0
4 BHK Independent Builder Floor in Model Town,95000000.0,4.0,4185.0,1.0
4 BHK Independent Builder Floor in Kailash Colony,80000000.0,4.0,2799.0,1.0
3 BHK Independent Builder Floor in Garhi,57500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Garhi,125000000.0,4.0,3375.0,1.0
3 BHK Independent Builder Floor in Defence Colony,80000000.0,3.0,1953.0,1.0
3 BHK Independent Builder Floor in Kalkaji,52500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in South Extension II,140000000.0,4.0,4500.0,1.0
4 BHK Independent Builder Floor in Green Park,85000000.0,4.0,2700.0,1.0
3 BHK Independent Builder Floor in Garhi,35000000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Kalkaji,55000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Hauz Khas,57000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,19000000.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in Sukhdev Vihar,80000000.0,4.0,2500.0,1.0
4 BHK Independent Builder Floor in Greater Kailash I,160000000.0,4.0,4500.0,1.0
3 BHK Independent Builder Floor in Chittaranjan Park,72500000.0,3.0,2097.0,
3 BHK Independent Builder Floor in Paschim Vihar,35000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Sarvodaya Enclave,62500000.0,3.0,1800.0,
3 BHK Independent Builder Floor in Greater Kailash,55000000.0,3.0,1800.0,
2 BHK Independent Builder Floor in Sector 21 Rohini,55.0,2.0,750.0,1.0
3 BHK Independent Builder Floor in Sector 20 Rohini,85.0,3.0,1100.0,1.0
3 BHK Independent Builder Floor in Sector 20 Rohini,83.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in Sector 21 Rohini,17500000.0,4.0,1450.0,1.0
3 BHK Independent Builder Floor in Sector 20 Rohini,77.0,3.0,1100.0,1.0
2 BHK Independent Builder Floor in Sector 20 Rohini,37.0,2.0,600.0,1.0
3 BHK Independent Builder Floor in Sector 21 Rohini,12200000.0,3.0,1250.0,1.0
4 BHK Independent Builder Floor in Green Park Extension,110000000.0,4.0,4000.0,1.0
4 BHK Independent Builder Floor in Green Park,120000000.0,4.0,3400.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,13600000.000000002,3.0,1150.0,
3 BHK Independent Builder Floor in Paschim Vihar,40000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,38000000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,11000000.0,3.0,900.0,1.0
4 BHK Flat in Sector 12 Dwarka,38000000.0,4.0,2150.0,1.0
3 BHK Independent Builder Floor in Dwarka Mor,45.0,3.0,810.0,1.0
3 BHK Independent Builder Floor in Mahavir Enclave,95.0,3.0,1150.0,1.0
1 BHK Independent House in Dwarka Mor,42.0,1.0,225.0,1.0
4 BHK Flat in Sector 22 Dwarka,28000000.0,4.0,1900.0,1.0
Residential Plot in Vasant Kunj,217300000.0,,,
5 BHK Independent Builder Floor in Anand Lok,160000000.0,5.0,3000.0,1.0
3 BHK Independent Builder Floor in Safdarjung Enclave,85000000.0,3.0,2700.0,1.0
3 BHK Independent Builder Floor in Uday Park,57500000.0,3.0,1953.0,1.0
