Name,Price,Square,Super Area,Status,Bathroom,Floor,Overlooking,Facing,Car Parking,Balcony,Society,Ownership,Transaction
"2 BHK Flat  for Sale in  Santoshpur, Kolkata",₹40 Lac ,"₹5,000 per sqft ",800 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹80 Lac ,"₹3,596 per sqft ",2225 sqft,Ready to Move,4,3 out of 4,Main Road,,,1,Vedic Village,Freehold,New Property
"3 BHK Flat  for Sale in  Garia, Kolkata",₹43.5 Lac ,"₹4,439 per sqft ",750 sqft,Ready to Move,2,3 out of 3,"Pool, Main Road",South,1 Covered,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Behala, Kolkata",₹35 Lac ,"₹4,730 per sqft ",740 sqft,Ready to Move,2,2 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹32 Lac ,"₹4,000 per sqft ",800 sqft,Ready to Move,2,4 out of 5,,South,,,,,Resale
"3 BHK Flat  for Sale in  New Alipore, Kolkata",₹1.55 Cr ,"₹12,062 per sqft ",1028 sqft,Ready to Move,2,2 out of 4,Garden/Park,North,1 Covered,1,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹60 Lac ,"₹6,122 per sqft ",980 sqft,Ready to Move,2,6 out of 6,,,,,,,Resale
"3 BHK Flat  for Sale in  Sonarpur, Kolkata",₹65 Lac ,"₹4,545 per sqft ",1430 sqft,Ready to Move,2,2 out of 4,Garden/Park,North - East,1 Covered,1,Baron Enclave,Freehold,Resale
"2 BHK Flat  for Sale in  Paschim Putiary, Kolkata",₹28 Lac ,"₹3,927 per sqft ",607 sqft,Ready to Move,1,1 out of 3,Main Road,South - East,1 Open,1,,Freehold,Resale
"4 BHK Flat  for Sale in  Panditiya Road, Kolkata",₹3.50 Cr ,"₹16,754 per sqft ",1500 sqft,Ready to Move,3,2 out of 13,"Main Road, Garden/Park",,,1,PS  Palazzo,Freehold,Resale
"3 BHK Flat  for Sale in  Chinar Park, Rajarhat, Kolkata",₹1.25 Cr ,"₹8,929 per sqft ",1400 sqft,Ready to Move,2,5 out of 5,Main Road,North - East,1 Covered,1,Silver Arch Residency,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Mahish Bathan, Kolkata",₹70 Lac ,"₹6,796 per sqft ",1030 sqft,Ready to Move,2,1 out of 4,,South,,3,,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹72 Lac ,"₹5,442 per sqft ",1323 sqft,Ready to Move,2,10 out of 11,"Garden/Park, Main Road, Pool",South -West,,2,Jote Shibrampur,Freehold,New Property
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.30 Cr ,"₹8,497 per sqft ",1224 sqft,Ready to Move,2,7 out of 12,Garden/Park,South - East,1 Covered,2,,Freehold,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹65 Lac ,"₹4,290 per sqft ",1315 sqyrd,Ready to Move,2,3 out of 11,Main Road,North - East,1 Open,2,Rajwada Heights,Freehold,New Property
2 BHK Flat  for Sale in   Kolkata,₹40 Lac ,"₹5,970 per sqft ",670 sqft,Ready to Move,2,1 out of 4,,,,,,,Resale
"4 BHK Flat  for Sale in  New Alipore, Kolkata",₹2.21 Cr ,"₹11,398 per sqft ",1939 sqft,Ready to Move,4,2 out of 12,,,,,Srijan Natura,,Resale
"3 BHK Flat  for Sale in  Ganguly Bagan, Beliaghata, Kolkata",₹65 Lac ,"₹5,246 per sqft ",1239 sqft,Ready to Move,3,2 out of 4,Main Road,,,2,,Freehold,Resale
"4 BHK Flat  for Sale in  Bangur Avenue, Lake Town, Kolkata",₹2.01 Cr ,"₹7,200 per sqft ",2800 sqft,Ready to Move,,3 out of 5,,,,,,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹45 Lac ,"₹5,357 per sqft ",840 sqft,Ready to Move,2,2 out of 4,,North - East,,1,,Freehold,Resale
1 BHK Flat  for Sale in   Kolkata,₹25 Lac ,"₹3,925 per sqft ",520 sqft,Ready to Move,1,2 out of 3,Main Road,South -West,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹45 Lac ,"₹4,787 per sqft ",940 sqft,Ready to Move,2,1 out of 3,,,1 Covered,,,,Resale
"3 BHK Flat  for Sale in  Chetla, Kolkata",₹1.50 Cr ,"₹8,596 per sqft ",1745 sqft,Ready to Move,3,4 out of 5,Main Road,West,1 Covered,1,,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹1.15 Cr ,"₹10,921 per sqft ",1053 sqft,Ready to Move,2,1 out of 4,,,1 Covered,,,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Rishra, Kolkata",₹48 Lac ,"₹7,251 per sqft ",525 sqft,Ready to Move,2,2 out of 4,,,,1,Abhishek Apartment,,Resale
"3 BHK Flat  for Sale in  Ballygunge, Kolkata",₹1.38 Cr ,"₹9,500 per sqft ",1051 sqft,Ready to Move,2,1 out of 3,,East,,1,,Freehold,New Property
"2 BHK Flat  for Sale in  Ballygunge, Kolkata",₹1.20 Cr ,"₹8,571 per sqft ",1200 sqft,Ready to Move,2,2 out of 5,Main Road,South - East,1 Covered,2,,Freehold,Resale
"4 BHK Flat  for Sale in  Bosepukur Road, Kolkata",₹1.30 Cr ,"₹8,323 per sqft ",1200 sqft,Ready to Move,3,4 out of 4,Main Road,North - East,,,,Freehold,Resale
"2 BHK Flat  for Sale in  Bramhapur, Kolkata",₹30 Lac ,"₹4,286 per sqft ",700 sqft,Ready to Move,2,2 out of 5,,,,,,,Resale
"1 BHK Flat  for Sale in  Hatiara, Kolkata",₹19 Lac ,"₹3,276 per sqft ",580 sqft,Ready to Move,1,3 out of 5,Main Road,East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Chowbaga, Kolkata",₹25 Lac ,"₹3,846 per sqft ",650 sqft,,1,1 out of 4,,,,,,,Resale
"1 BHK Flat  for Sale in  Barrackpore, Kolkata",₹24.5 Lac ,,,Ready to Move,1,Ground out of 5,,,,,Panchali Apartment,Power Of Attorney,Resale
"3 BHK Flat  for Sale in  Bhowanipore, Kolkata",₹1.60 Cr ,"₹12,186 per sqft ",1313 sqft,Ready to Move,2,5 out of 5,,,,,Tribhuwan Apartment,,Resale
"3 BHK Flat  for Sale in  Babur Bagan, Kolkata",₹85 Lac ,"₹6,996 per sqft ",734 sqft,Ready to Move,2,11 out of 12,,,,1,Godrej Seven,,Resale
"3 BHK Flat  for Sale in  Vip Road, Kolkata",₹60 Lac ,"₹6,818 per sqft ",880 sqft,Ready to Move,2,4 out of 4,,,,,Anupama Housing Complex,,Resale
"2 BHK Flat  for Sale in  Prantik Thakurpukur, Kolkata",₹30 Lac ,"₹3,000 per sqft ",700 sqft,Ready to Move,2,1 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹1.63 Cr ,"₹13,209 per sqft ",1234 sqft,Ready to Move,2,10 out of 12,Garden/Park,South - East,1 Covered,,The Ektaa Lotus,Freehold,Resale
"3 BHK Flat  for Sale in  Anandapur Hooghly, Kolkata",₹70 Lac ,"₹5,000 per sqft ",1100 sqft,Ready to Move,2,1 out of 3,,West,,1,,Freehold,New Property
"2 BHK Flat  for Sale in  Chinar Park, Rajarhat, Kolkata",₹45 Lac ,"₹4,737 per sqft ",875 sqft,Ready to Move,2,1 out of 5,Main Road,South,1 Covered,1,Kundan Plaza,Freehold,Resale
"2 BHK Flat  for Sale in  Laskarpur South 24 Parganas, Kolkata",₹32 Lac ,"₹4,103 per sqft ",700 sqft,Ready to Move,2,2 out of 3,,South - East,,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Barasat, Kolkata",₹16 Lac ,"₹3,143 per sqft ",509 sqft,Ready to Move,1,2 out of 4,"Pool, Main Road",East,,1,Magnolia City,Freehold,Resale
"3 BHK Flat  for Sale in  Turf Road, Kolkata",₹1.35 Cr ,"₹10,313 per sqft ",1309 sqft,Ready to Move,2,2 out of 3,,,,1,PS Kalyan,Freehold,Resale
"2 BHK Flat  for Sale in  Baranagar, Kolkata",₹92 Lac ,"₹10,291 per sqft ",580 sqft,Ready to Move,2,14 out of 25,"Garden/Park, Main Road",South - East,1 Open,1,Premier Joy 98,Freehold,Resale
"3 BHK Flat  for Sale in  Action Area 3, Kolkata",₹1.50 Cr ,"₹9,102 per sqft ",1648 sqft,Ready to Move,3,23 out of 30,Pool,,707 Covered,1,Sureka Merlin Elita Garden Vista Phase 2,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹1.30 Cr ,,2470 sqft,Ready to Move,3,1 out of 2,,South,1 Open,,,Freehold,Other
"3 BHK Flat  for Sale in  Andul Road, Kolkata",₹45 Lac ,"₹3,435 per sqft ",1310 sqft,Ready to Move,2,2 out of 4,,,,,Society Name Rajar Bagan,,Resale
2 BHK Flat  for Sale in   Kolkata,₹19 Lac ,"₹2,879 per sqft ",554 sqft,Ready to Move,2,3 out of 4,Main Road,North,,,,,Resale
"2 BHK Flat  for Sale in  Action Area 2D, Kolkata",₹1 Cr ,"₹11,364 per sqft ",880 sqft,Ready to Move,2,7 out of 11,"Garden/Park, Main Road",South - East,,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Lake Market, Kalighat, Kolkata",₹47 Lac ,"₹8,545 per sqft ",468 sqft,Ready to Move,1,1 out of 3,Main Road,South - East,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹55 Lac ,"₹4,490 per sqft ",820 sqft,Ready to Move,2,4 out of 20,,,,1,Shapoorji Pallonji Joyville Western Heights,,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹42 Lac ,"₹3,050 per sqft ",1377 sqft,Ready to Move,2,8 out of 15,"Garden/Park, Pool, Main Road",South - East,1 Covered,1,Eden City Maheshtala,Freehold,Resale
"2 BHK Flat  for Sale in  Jyangra Bottala, Kolkata",₹21.5 Lac ,"₹3,116 per sqft ",690 sqft,Ready to Move,2,Ground out of 3,,,,1,,,Resale
"3 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹70 Lac ,"₹6,542 per sqft ",850 sqft,Ready to Move,2,1 out of 5,Main Road,South - East,1 Covered,1,Bagaria Pravesh,Freehold,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹2 Cr ,"₹14,184 per sqft ",1410 sqft,Ready to Move,3,2 out of 7,,,,2,Akchat Laxmi Garden,,Resale
"2 BHK Flat  for Sale in  Serampore, Kolkata",₹28.5 Lac ,"₹3,800 per sqft ",670 sqft,Ready to Move,1,2 out of 4,,North - East,,1,Ananya Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  Arjunpur, Kaikhali, Kolkata",₹1.90 Cr ,"₹9,500 per sqft ",2000 sqft,Ready to Move,2,5 out of 5,Garden/Park,,1 Open,1,Space Town,Freehold,Resale
"3 BHK Flat  for Sale in  Birati, Kolkata",₹41 Lac ,"₹3,868 per sqft ",1060 sqft,Ready to Move,2,4 out of 4,"Pool, Main Road",South,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Sodepur, Kolkata",₹75 Lac ,"₹1,875 per sqft ",3500 sqft,Ready to Move,2,1 out of 2,Main Road,,,2,,Freehold,Resale
"2 BHK Flat  for Sale in  Bhangar, Kolkata",₹23 Lac ,"₹3,134 per sqft ",734 sqft,,2,5 out of 8,,,,,Simoco Sanhita Housing Complex Commercial,,Resale
"4 BHK Flat  for Sale in  New Town, Kolkata",₹1.60 Cr ,"₹8,705 per sqft ",1838 sqft,Ready to Move,4,5 out of 6,,,,,Sanjeeva Orchard,,Resale
"2 BHK Flat  for Sale in  Bansdroni, Kolkata",₹35 Lac ,"₹5,240 per sqft ",580 sqft,Ready to Move,2,2 out of 3,,South - East,,,,,Resale
"4 BHK Flat  for Sale in  Sector 3 Salt Lake City, Kolkata",₹1.15 Cr ,"₹7,188 per sqft ",1300 sqft,Ready to Move,2,3 out of 3,Main Road,,,1,,Co-operative Society,New Property
"1 BHK Flat  for Sale in  South Dumdum, Kolkata",₹15 Lac ,"₹3,333 per sqft ",350 sqft,Ready to Move,1,3 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Tiljala Road, Kolkata",₹35 Lac ,"₹5,162 per sqft ",678 sqft,Ready to Move,2,3 out of 4,Main Road,South,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Uttar Para, Kolkata",₹60 Lac ,"₹5,495 per sqft ",1092 sqft,,2,11 out of 18,"Garden/Park, Pool, Main Road",,,1,Shriram Sunshine 2,,Resale
"3 BHK Flat  for Sale in  Sonarpur, Kolkata",₹36 Lac ,"₹2,990 per sqft ",1070 sqft,Ready to Move,3,Ground out of 5,Garden/Park,South - East,2 Open,3,AMRITA Abasan I,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹30 Lac ,,968 sqft,Ready to Move,2,3 out of 3,,North,,1,,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹50 Lac ,"₹3,554 per sqft ",1056 sqft,Ready to Move,3,2 out of 6,Main Road,,,1,,Co-operative Society,Resale
3 BHK Flat  for Sale in   Kolkata,₹50 Lac ,"₹4,167 per sqft ",900 sqft,Ready to Move,3,2 out of 3,,,,1,,,Resale
"2 BHK Flat  for Sale in  Madurdaha, Hussainpur, Kolkata",₹48 Lac ,"₹6,122 per sqft ",784 sqft,Ready to Move,,,,,,,Mayfair Residency,,Resale
"2 BHK Flat  for Sale in  Behala, Kolkata",₹24 Lac ,"₹3,692 per sqft ",505 sqft,Ready to Move,1,Ground out of 4,Main Road,North,,1,,Freehold,Resale
"4 BHK Flat  for Sale in  Shobhabazar, Kolkata",₹1.10 Cr ,"₹7,639 per sqft ",1020 sqft,Ready to Move,1,Ground out of 3,,,,1,,,Resale
"3 BHK Flat  for Sale in  Joka, Kolkata",₹80 Lac ,"₹6,102 per sqft ",1311 sqft,Ready to Move,3,10 out of 15,Garden/Park,South - East,,3,Orchard PH 2B at Godrej Se7en,Freehold,Resale
"1 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹35 Lac ,"₹6,364 per sqft ",400 sqft,Ready to Move,1,Ground out of 4,Main Road,,,1,Green Wood Nook,Co-operative Society,Resale
"4 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹1.45 Cr ,"₹7,221 per sqft ",1900 sqft,Ready to Move,4,3 out of 11,Garden/Park,East,,,Space Club Town Heights,Freehold,Resale
"2 BHK Flat  for Sale in  Barisha, Kolkata",₹40 Lac ,"₹3,968 per sqft ",800 sqft,Ready to Move,2,2 out of 4,Main Road,North - East,,1,Merlin Laurel Garden,Freehold,Resale
"2 BHK Flat  for Sale in  Jessore Road, Kolkata",₹59 Lac ,"₹6,556 per sqft ",720 sqft,Ready to Move,2,3 out of 5,"Garden/Park, Main Road",South - East,,2,Jessore Heritage,Freehold,Resale
"1 BHK Flat  for Sale in  Rajbari, Kolkata",₹29 Lac ,"₹5,000 per sqft ",580 sqft,Ready to Move,2,3 out of 3,,South,,1,Basundhara Apartment,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹55 Lac ,"₹7,294 per sqft ",630 sqft,Ready to Move,1,1 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹61 Lac ,"₹5,214 per sqft ",1170 sqft,Ready to Move,3,2 out of 5,,,,1,Ambey Garden,,Resale
"4 BHK Flat  for Sale in  Behala, Kolkata",₹95 Lac ,"₹5,689 per sqft ",1670 sqft,Ready to Move,3,12 out of 12,"Garden/Park, Main Road",North - East,1 Covered,,Ideal Regency,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹1.80 Cr ,"₹15,152 per sqft ",1188 sqft,Ready to Move,3,1 out of 20,,,,,,,Resale
"3 BHK Flat  for Sale in  Kankurgachi, Kolkata",₹2.15 Cr ,"₹11,944 per sqft ",1440 sqft,Ready to Move,3,11 out of 12,Main Road,South - East,1 Covered,3,,Freehold,Resale
"2 BHK Flat  for Sale in  Mukundapur Main Road, Kolkata",₹35 Lac ,"₹4,375 per sqft ",600 sqft,Ready to Move,2,3 out of 3,,South - East,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.27 Cr ,"₹9,463 per sqft ",1342 sqft,Ready to Move,3,7 out of 12,Main Road,East,,1,Tirath Sunshine,Freehold,Resale
"2 BHK Flat  for Sale in  Shapoorji Pallonji Sukhobrishti Complex Road, Kolkata",₹1.15 Cr ,"₹9,149 per sqft ",1257 sqft,Ready to Move,2,2 out of 15,,,,1,DLF New Town Heights,Freehold,Resale
"2 BHK Flat  for Sale in  Patuli, Kolkata",₹35 Lac ,"₹4,930 per sqft ",605 sqft,Ready to Move,2,1 out of 4,,North - East,,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Uttar Para, Kolkata",₹22 Lac ,"₹5,176 per sqft ",306 sqft,,1,1 out of 18,Garden/Park,South,,1,Shriram Sunshine 2,Freehold,Resale
"1 BHK Flat  for Sale in  New Alipore, Kolkata",₹42 Lac ,"₹8,015 per sqft ",524 sqft,Ready to Move,1,7 out of 10,,,,,,,Resale
"2 BHK Flat  for Sale in  Barrackpore Trunk Road, Kolkata",₹86 Lac ,"₹8,473 per sqft ",1015 sqft,Ready to Move,2,8 out of 25,"Pool, Garden/Park, Main Road",,,1,Siddha Eden Lakeville,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹35 Lac ,"₹4,375 per sqft ",800 sqft,Ready to Move,2,4 out of 4,,,,,,,Resale
3 BHK Flat  for Sale in   Kolkata,₹50 Lac ,"₹3,472 per sqft ",1440 sqft,Ready to Move,3,3 out of 4,,,,1,,,Resale
3 BHK Flat  for Sale in   Kolkata,₹50 Lac ,"₹3,704 per sqft ",1205 sqft,Ready to Move,2,6 out of 8,,North,,1,,,Resale
"3 BHK Flat  for Sale in  Hanspukur Joka, Kolkata",₹1.05 Cr ,"₹8,427 per sqft ",1246 sqft,Ready to Move,3,8 out of 13,,South,1 Covered,1,Madgul Antaraa,Freehold,Resale
"3 BHK Flat  for Sale in  Rajpur Sonarpur, Kolkata",₹40 Lac ,"₹3,509 per sqft ",1140 sqft,Ready to Move,2,3 out of 7,,,,,,,Resale
2 BHK Flat  for Sale in   Kolkata,₹55 Lac ,"₹6,555 per sqft ",770 sqft,Ready to Move,2,4 out of 4,Pool,South,1 Covered,,,Freehold,Resale
"2 BHK Flat  for Sale in  Nagerbazar, Kolkata",₹40.6 Lac ,"₹5,200 per sqft ",585 sqft,Ready to Move,2,3 out of 5,Garden/Park,South,15 Open,1,Om Shanti Apartment,Freehold,Resale
"2 BHK Flat  for Sale in  Ichapur, Kolkata",₹30 Lac ,"₹3,681 per sqft ",650 sqft,Ready to Move,2,3 out of 4,,,,1,,,Resale
"2 BHK Flat  for Sale in  Tangra, Kolkata",₹35 Lac ,"₹3,500 per sqft ",750 sqft,Ready to Move,1,1 out of 4,Main Road,South -West,,1,,Leasehold,New Property
"2 BHK Flat  for Sale in  Tollygunge, Kolkata",₹50.5 Lac ,"₹5,465 per sqft ",733 sqft,Ready to Move,2,8 out of 9,"Garden/Park, Main Road",South,,,Adya Highrise,Freehold,Resale
"2 BHK Flat  for Sale in  Mahamaya Tala, Garia, Kolkata",₹25 Lac ,"₹3,125 per sqft ",800 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Jessore Road, Kolkata",₹67 Lac ,"₹5,836 per sqft ",1148 sqft,Ready to Move,2,4 out of 4,,,,,Srijan Midlands,,Resale
"3 BHK Flat  for Sale in  Nayapatty, Kolkata",₹1.30 Cr ,"₹8,966 per sqft ",1420 sqft,Ready to Move,2,21 out of 21,"Garden/Park, Main Road",South - East,1 Open,1,Ideal Aquaview,Freehold,Resale
"2 BHK Flat  for Sale in  Boral Main Road, Kolkata",₹40 Lac ,"₹3,810 per sqft ",800 sqft,Ready to Move,2,2 out of 3,,West,1 Covered,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Sahapur New Alipore, Kolkata",₹20 Lac ,"₹5,000 per sqft ",300 sqft,Ready to Move,1,2 out of 5,Main Road,East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Sarada Pally, Kolkata",₹38 Lac ,"₹4,471 per sqft ",700 sqft,Ready to Move,2,2 out of 4,,,,1,,,Resale
3 BHK Flat  for Sale in   Kolkata,₹45 Lac ,"₹4,286 per sqft ",950 sqft,Ready to Move,2,3 out of 3,Main Road,South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Unique Park Behala, Kolkata",₹45 Lac ,"₹5,625 per sqft ",800 sqft,Ready to Move,2,1 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.10 Cr ,"₹10,242 per sqft ",1074 sqft,Ready to Move,3,2 out of 3,"Pool, Garden/Park, Main Road",South,,,PS  Amistad,Freehold,Resale
"2 BHK Flat  for Sale in  Dum Dum, Kolkata",₹35 Lac ,"₹4,217 per sqft ",640 sqft,Ready to Move,2,3 out of 4,Main Road,North,,,Balaji Bhaban,Freehold,Resale
"3 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹85 Lac ,"₹7,944 per sqft ",1070 sqft,Ready to Move,2,8 out of 11,Main Road,,,1,Eternis,,Resale
2 BHK Flat  for Sale in   Kolkata,₹28 Lac ,"₹3,500 per sqft ",650 sqft,Ready to Move,2,4 out of 6,,,,2,,,Resale
"6 BHK Flat  for Sale in  Barasat, Kolkata",₹1.50 Cr ,"₹6,250 per sqft ",3000 sqft,Ready to Move,2,2 out of 2,"Main Road, Garden/Park",South -West,,1,,Freehold,New Property
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹38 Lac ,"₹3,654 per sqft ",1040 sqft,Ready to Move,2,5 out of 5,"Garden/Park, Pool, Main Road",North - East,,2,Vedic Village,Freehold,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹88 Lac ,"₹8,232 per sqft ",801 sqft,Ready to Move,2,2 out of 8,"Garden/Park, Pool",South,,1,Sugam Sudhir,Freehold,Resale
"3 BHK Flat  for Sale in  Gokhel Road, Bhawanipur, Kolkata",₹1.50 Cr ,"₹8,333 per sqft ",2100 sqft,Ready to Move,2,Ground out of 4,Main Road,East,1 Open,2,,Freehold,Resale
"8 BHK Flat  for Sale in  New Alipore, Kolkata",₹7 Cr ,"₹9,722 per sqft ",4750 sqft,Ready to Move,4,5 out of 5,Main Road,West,4 Open,,,Freehold,Resale
"2 BHK Flat  for Sale in  Diamond Harbour Road, Kolkata",₹56 Lac ,"₹5,303 per sqft ",1056 sqft,Ready to Move,2,5 out of 5,,,,,Merlin Estates,,Resale
"3 BHK Flat  for Sale in  Survey Park, Kolkata",₹1.35 Cr ,"₹8,359 per sqft ",1286 sqft,Ready to Move,3,5 out of 8,"Garden/Park, Main Road",South - East,1 Open,2,,Freehold,Resale
"1 BHK Flat  for Sale in  Baruipur, Kolkata",₹18 Lac ,"₹4,138 per sqft ",435 sqft,Ready to Move,1,3 out of 5,,,,1,Eden Meghbalika,,Resale
"3 BHK Flat  for Sale in  Hazra, Kalighat, Kolkata",₹2.37 Cr ,"₹12,273 per sqft ",1293 sqft,Ready to Move,3,5 out of 5,Main Road,South,,2,,Freehold,New Property
"3 BHK Flat  for Sale in  Anandapur, Kolkata",₹1 Cr ,"₹7,299 per sqft ",1370 sqft,Ready to Move,2,1 out of 5,,,,,,,Resale
2 BHK Flat  for Sale in   Kolkata,₹19 Lac ,"₹2,235 per sqft ",650 sqft,Ready to Move,2,3 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Serampore, Kolkata",₹70 Lac ,"₹6,737 per sqft ",740 sqft,Ready to Move,3,8 out of 29,"Pool, Garden/Park, Main Road",North - East,,2,Alcove New Kolkata Sangam,,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹60 Lac ,"₹4,688 per sqft ",1024 sqft,Ready to Move,2,4 out of 4,"Pool, Main Road",East,1 Covered,1,,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Sarsuna, Kolkata",₹35 Lac ,"₹3,889 per sqft ",825 sqft,Ready to Move,2,2 out of 5,,East,,1,Swaranika Co Op Housing Society,Freehold,Resale
"2 BHK Flat  for Sale in  Shibpur, Kolkata",₹31.5 Lac ,"₹4,667 per sqft ",675 sqft,Ready to Move,1,1 out of 3,Main Road,North - East,,,,Freehold,Resale
"2 BHK Flat  for Sale in  Behala, Kolkata",₹21.5 Lac ,"₹3,826 per sqft ",562 sqft,Ready to Move,1,1 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Park Circus, Ballygunge, Kolkata",₹72.5 Lac ,"₹9,864 per sqft ",600 sqft,Ready to Move,1,1 out of 3,,,,1,,,Resale
"2 BHK Flat  for Sale in  Mission Pally, Narendrapur, Kolkata",₹30 Lac ,"₹4,138 per sqft ",725 sqft,Ready to Move,2,3 out of 4,,,,1,Peerless Prantik Housing Complex,,Resale
"3 BHK Flat  for Sale in  Bhowanipore, Kolkata",₹1.35 Cr ,"₹10,282 per sqft ",970 sqft,Ready to Move,2,4 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Narkeldanga, Kolkata",₹1.05 Cr ,"₹7,080 per sqft ",1483 sqft,Ready to Move,2,1 out of 8,,,,1,Shrachi Lake Woods,,Resale
"1 BHK Flat  for Sale in  Behala Chowrasta, Kolkata",₹1.40 Cr ,"₹4,819 per sqft ",2100 sqft,Ready to Move,4,2 out of 7,"Garden/Park, Main Road",South - East,1 Covered,2,,Freehold,Resale
"3 BHK Flat  for Sale in  Phool Bagan Kankurgachi, Kolkata",₹1.82 Cr ,"₹10,122 per sqft ",1272 sqyrd,Ready to Move,3,3 out of 12,"Garden/Park, Pool, Main Road",,,2,PS  Jiva Homes,Freehold,Resale
"4 BHK Flat  for Sale in  Chandannagar, Hooghly-Chinsurah, Kolkata",₹49 Lac ,"₹3,528 per sqft ",1016 sqft,Ready to Move,2,2 out of 5,Garden/Park,South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Sundarpur Chandannagar, Kolkata",₹70 Lac ,"₹8,750 per sqft ",800 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹49 Lac ,"₹4,418 per sqft ",1109 sqft,Ready to Move,2,1 out of 7,Main Road,East,1 Covered,,Shree Ganeshaya Infra SGIL Gardenia,Freehold,Resale
"3 BHK Flat  for Sale in  Bidhangarh Ghoshpara, Kolkata",₹28 Lac ,"₹2,667 per sqft ",960 sqft,Ready to Move,1,Ground out of 4,Main Road,South,,1,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹24 Lac ,"₹3,429 per sqft ",700 sqft,Ready to Move,,,,,,,,,Resale
"2 BHK Flat  for Sale in  Birati, Kolkata",₹50 Lac ,"₹5,952 per sqft ",840 sqft,Ready to Move,2,3 out of 4,Garden/Park,North - West,1 Covered,2,Panchsheel Vatika,Freehold,Resale
"3 BHK Flat  for Sale in  Tangra, Kolkata",₹1.50 Cr ,"₹8,886 per sqft ",1350 sqft,Ready to Move,3,2 out of 11,,,,,Brindavan Gardens,,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹85 Lac ,"₹8,910 per sqft ",954 sqft,Ready to Move,2,15 out of 25,Main Road,,1 Covered,,,,Resale
"3 BHK Flat  for Sale in  Purbalok, Mukundapur, Kolkata",₹75 Lac ,"₹5,054 per sqft ",1104 sqft,Ready to Move,2,2 out of 3,Main Road,South - East,,1,,Freehold,Resale
