Name,Price,Square,Super Area,Status,Bathroom,Floor,Overlooking,Facing,Car Parking,Balcony,Society,Ownership,Transaction
"3 BHK Flat  for Sale in  Kasba, Kolkata",₹75 Lac ,"₹5,725 per sqft ",1150 sqft,,2,4 out of 4,Main Road,,,2,,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Bansdroni, Kolkata",₹32 Lac ,"₹4,103 per sqft ",780 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹47 Lac ,"₹4,234 per sqft ",832 sqft,Ready to Move,2,3 out of 4,Main Road,South -West,,1,T N Associate Green Wood,Freehold,Resale
"2 BHK Flat  for Sale in  Behala, Kolkata",₹57 Lac ,"₹5,377 per sqft ",848 sqft,Ready to Move,2,11 out of 12,"Garden/Park, Main Road",South - East,,1,Ideal Regency,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Belur Math, Kolkata",₹42 Lac ,"₹4,167 per sqft ",1008 sqft,Ready to Move,2,2 out of 5,Main Road,North,,1,,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Khardaha, Kolkata",₹26.3 Lac ,"₹3,232 per sqft ",652 sqft,Ready to Move,2,4 out of 4,Main Road,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹52 Lac ,"₹5,836 per sqft ",537 sqft,Ready to Move,2,2 out of 14,Garden/Park,North,1 Covered,2,Godrej Seven,Freehold,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹35 Lac ,"₹3,889 per sqft ",885 sqft,Ready to Move,2,4 out of 8,Main Road,South - East,,1,Fortune Annapurna Apartment,,Resale
"1 BHK Flat  for Sale in  Serampore, Kolkata",₹40 Lac ,,650 sqft,Ready to Move,1,26 out of 28,Garden/Park,,,1,Alcove New Kolkata Sangam,Freehold,Resale
"2 BHK Flat  for Sale in  Nagerbazar, Kolkata",₹38 Lac ,"₹4,750 per sqft ",640 sqft,Ready to Move,2,4 out of 4,Main Road,South,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.35 Cr ,"₹7,492 per sqft ",1260 sqft,Ready to Move,2,5 out of 22,"Garden/Park, Main Road",South,1 Covered,2,Ruchi Active Acres Angelica,Freehold,Resale
"3 BHK Flat  for Sale in  Chiriamore, Kolkata",₹1.50 Cr ,"₹9,375 per sqft ",1500 sqft,Ready to Move,3,8 out of 12,Garden/Park,South,,2,Orbit Lumiere,Freehold,New Property
"3 BHK Flat  for Sale in  Mukundapur, Kolkata",₹65 Lac ,"₹4,467 per sqft ",1455 sqft,Ready to Move,2,3 out of 4,Main Road,South - East,,1,Bengal Abasan Urban Sabujayan,Freehold,Resale
"2 BHK Flat  for Sale in  Naktala, Garia, Kolkata",₹30 Lac ,,550 sqft,Ready to Move,1,1 out of 4,,,,1,,,Resale
"2 BHK Flat  for Sale in  Bablatala, Gopalpur Gram, Kolkata",₹34 Lac ,"₹3,568 per sqft ",943 sqft,Ready to Move,2,3 out of 5,Main Road,East,,2,,Freehold,Resale
"3 BHK Flat  for Sale in  Bansdroni, Kolkata",₹45 Lac ,"₹2,903 per sqft ",1550 sqft,Ready to Move,2,3 out of 3,,,,2,,,Resale
2 BHK Flat  for Sale in   Kolkata,₹42 Lac ,"₹4,506 per sqft ",932 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"1 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹22 Lac ,"₹4,691 per sqft ",469 sqft,Ready to Move,2,11 out of 15,Garden/Park,,,1,Shriram Grand One,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹1 Cr ,"₹9,756 per sqft ",692 sqft,,2,21 out of 24,Garden/Park,North,,2,Merlin Rise Sports Republic Phase 1 A,Freehold,New Property
"6 BHK Flat  for Sale in  Sector 2 Salt Lake City, Kolkata",₹2.80 Cr ,"₹9,333 per sqft ",3000 sqft,Ready to Move,5,2 out of 3,Main Road,South - East,"1 Covered,",,,Leasehold,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹65 Lac ,"₹7,446 per sqft ",873 sqft,Ready to Move,2,4 out of 10,,,,1,Realtech HIJIBIJI,,Resale
"2 BHK Flat  for Sale in  Sonarpur Station Road, Kolkata",₹60 Lac ,"₹6,000 per sqft ",684 sqft,Ready to Move,2,2 out of 4,Main Road,South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Airport Area, Kolkata",₹54 Lac ,"₹4,596 per sqft ",940 sqft,Ready to Move,2,2 out of 5,Main Road,North - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹50 Lac ,"₹6,510 per sqft ",502 sqft,Ready to Move,2,8 out of 12,Garden/Park,North - East,,2,Realtech HIJIBIJI,Freehold,Resale
"2 BHK Flat  for Sale in  Jessore Road, Kolkata",₹1.38 Cr ,"₹10,591 per sqft ",1303 sqft,Ready to Move,2,3 out of 14,Main Road,East,,2,Emami City,Freehold,Resale
"2 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹25 Lac ,"₹2,561 per sqft ",976 sqft,Ready to Move,2,1 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Jawaharlal Nehru Road, Kolkata",₹3.95 Cr ,"₹14,107 per sqft ",1953 sqft,Ready to Move,3,14 out of 17,"Garden/Park, Main Road",West,1 Open,2,Kailash Building,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹50 Lac ,"₹5,734 per sqft ",872 sqft,Ready to Move,2,3 out of 7,,South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹55 Lac ,"₹4,645 per sqft ",800 sqft,Ready to Move,2,1 out of 6,Garden/Park,East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  SIP Deshapriya Park Area, Kolkata",₹2.75 Cr ,"₹13,750 per sqft ",2000 sqft,Ready to Move,3,2 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Action Area 3, Kolkata",₹35 Lac ,"₹5,147 per sqft ",480 sqft,Ready to Move,2,2 out of 14,"Pool, Garden/Park, Main Road",North - East,1 Covered,1,Shapoorji Pallonji Bengal Shapoorji Shukhobristhi,Freehold,Resale
"2 BHK Flat  for Sale in  Alipore, Kolkata",₹1.80 Cr ,,1600 sqft,Ready to Move,2,14 out of 14,Garden/Park,North,1 Open,1,Amar Jyoti,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.20 Cr ,"₹10,929 per sqft ",878 sqft,Ready to Move,2,1 out of 5,"Garden/Park, Pool, Main Road",South - East,,1,PS Vinayak  Arham,Freehold,Resale
"3 BHK Flat  for Sale in  Mahamaya Tala, Garia, Kolkata",₹98 Lac ,"₹5,886 per sqft ",1200 sqft,Ready to Move,2,3 out of 4,"Garden/Park, Main Road",South - East,4 Covered,2,Rajwada Estate Phase II,Freehold,Resale
"3 BHK Flat  for Sale in  Kabardanga, Kolkata",₹60 Lac ,"₹3,750 per sqft ",1240 sqft,Ready to Move,2,1 out of 3,,South - East,1 Covered,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Garia, Kolkata",₹32 Lac ,"₹5,517 per sqft ",580 sqft,Ready to Move,1,1 out of 4,Main Road,South,,,Madhumita Apartment,Freehold,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹53 Lac ,"₹5,550 per sqft ",695 sqft,Ready to Move,2,1 out of 4,,South - East,,1,J P Umang Vihar,Freehold,Resale
"2 BHK Flat  for Sale in  Park Street, Kolkata",₹2.38 Cr ,"₹15,256 per sqft ",1180 sqft,Ready to Move,2,5 out of 6,Garden/Park,North - East,1 Open,1,Neelam Apartment,Freehold,Resale
"4 BHK Flat  for Sale in  Barasat, Kolkata",₹95 Lac ,"₹4,755 per sqft ",1500 sqft,Ready to Move,3,10 out of 11,"Garden/Park, Pool, Main Road",South - East,,4,Fortune Heights Barasat,Freehold,Resale
"4 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.10 Cr ,"₹4,231 per sqft ",2330 sqft,Ready to Move,4,2 out of 4,"Garden/Park, Main Road",South - East,1 Open,4,Vedic Green Tech City,Freehold,Resale
"2 BHK Flat  for Sale in  Ultadanga, Kolkata",₹1.05 Cr ,"₹8,750 per sqft ",960 sqft,Ready to Move,2,2 out of 11,Main Road,South -West,,2,Northern Heights,Freehold,Resale
"2 BHK Flat  for Sale in  North Purbachal, Kolkata",₹55 Lac ,"₹5,851 per sqft ",660 sqft,Ready to Move,2,1 out of 4,,,1 Covered,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Agarpara, Kolkata",₹24 Lac ,"₹2,963 per sqft ",705 sqft,Ready to Move,1,1 out of 4,Main Road,East,1 Open,1,D P Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  Lake Gardens, Kolkata",₹1.25 Cr ,"₹7,812 per sqft ",1280 sqft,Ready to Move,3,3 out of 4,Main Road,South - East,,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Rajarhat, Kolkata",₹13.5 Lac ,"₹2,700 per sqft ",400 sqft,Ready to Move,1,Ground out of 4,,,,1,Belani Zest,,Resale
"2 BHK Flat  for Sale in  Beleghata, Kolkata",₹1.35 Cr ,"₹8,438 per sqft ",1600 sqft,Ready to Move,2,2 out of 5,,North,119 Covered,,,Freehold,Resale
"2 BHK Flat  for Sale in  Dum Dum Cantonment, Kolkata",₹42 Lac ,"₹4,941 per sqft ",680 sqft,Ready to Move,2,2 out of 6,"Garden/Park, Main Road",West,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Block O New Alipore, Kolkata",₹1.30 Cr ,"₹12,671 per sqft ",872 sqft,Ready to Move,2,Ground out of 2,Main Road,South - East,,,,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹52 Lac ,"₹5,836 per sqft ",595 sqft,Ready to Move,2,13 out of 14,"Garden/Park, Main Road",South,,2,Godrej Seven,Freehold,Resale
"3 BHK Flat  for Sale in  Tegharia Baguiati, Kolkata",₹65 Lac ,"₹5,692 per sqft ",950 sqft,Ready to Move,2,4 out of 5,Garden/Park,South - East,,1,Meena Residency 2,Freehold,New Property
"2 BHK Flat  for Sale in  Haridevpur, Paschim Putiary, Kolkata",₹30 Lac ,"₹4,286 per sqft ",550 sqft,Ready to Move,1,2 out of 3,Main Road,,1 Covered,,,Freehold,Resale
"3 BHK Flat  for Sale in  Behala, Kolkata",₹69 Lac ,"₹5,308 per sqft ",1100 sqft,Ready to Move,2,2 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Ballygunge, Kolkata",₹2 Cr ,"₹13,633 per sqft ",1170 sqft,Ready to Move,2,4 out of 8,Main Road,South,1 Covered,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Hindustan Park, Gariahat, Kolkata",₹1.25 Cr ,"₹10,593 per sqft ",980 sqft,Ready to Move,2,4 out of 5,Main Road,North,1 Open,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Haltu, Kolkata",₹45 Lac ,,1050 sqft,Ready to Move,3,2 out of 3,,,,1,Perfect Mention,,Resale
"2 BHK Flat  for Sale in  Mukundapur, Kolkata",₹68 Lac ,"₹6,538 per sqft ",1040 sqft,Ready to Move,2,1 out of 3,Main Road,South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹32 Lac ,"₹4,233 per sqft ",605 sqft,Ready to Move,2,2 out of 4,Main Road,South - East,,1,,Freehold,Resale
" Apartment  for Sale in  Shibrampur, Shibrampur Mauza, Kolkata",₹40 Lac ,,,,,,,,,,Greenfield City,,Resale
"2 BHK Flat  for Sale in  EM Bypass Connector, Kolkata",₹50 Lac ,"₹5,981 per sqft ",668 sqft,Ready to Move,2,9 out of 18,Main Road,South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹62 Lac ,"₹4,133 per sqft ",1300 sqft,Ready to Move,2,2 out of 5,"Garden/Park, Main Road",South,1 Covered,2,Panorama Residency,Freehold,Resale
"2 BHK Flat  for Sale in  Tollygunge, Kolkata",₹45 Lac ,"₹4,934 per sqft ",912 sqft,Ready to Move,2,4 out of 6,,,,,,,Resale
"2 BHK Flat  for Sale in  Vip Road, Kolkata",₹60 Lac ,"₹5,848 per sqft ",800 sqft,Ready to Move,2,3 out of 5,Garden/Park,South - East,,1,Regent Sagar,Freehold,Resale
"2 BHK Flat  for Sale in  Shanti Nagar Liluah, Kolkata",₹25 Lac ,"₹2,994 per sqft ",735 sqft,Ready to Move,2,2 out of 5,,,,,,,Resale
2 BHK Flat  for Sale in   Kolkata,₹26 Lac ,"₹3,824 per sqft ",586 sqft,Ready to Move,1,2 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Dum Dum, Kolkata",₹1.40 Cr ,"₹9,150 per sqft ",1224 sqft,Ready to Move,2,6 out of 12,"Garden/Park, Main Road",South - East,,1,Amaya Kshitij,Freehold,Resale
"5 BHK Flat  for Sale in  New Town, Kolkata",₹3.41 Cr ,"₹13,115 per sqft ",2200 sqft,Ready to Move,5,7 out of 15,"Garden/Park, Main Road",South - East,,4,Greenwood Sonata,Freehold,Resale
"2 BHK Flat  for Sale in  Bhadrakali, Kolkata",₹22.5 Lac ,"₹2,500 per sqft ",792 sqft,Ready to Move,2,4 out of 4,Main Road,South,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Kaikhali, Kolkata",₹3.60 Cr ,"₹18,000 per sqft ",2000 sqft,Ready to Move,3,3 out of 9,"Garden/Park, Main Road",,1 Covered,2,PS Vinayak Heights LLP Magnum,Freehold,Resale
"3 BHK Flat  for Sale in  Dum Dum, Kolkata",₹1.17 Cr ,"₹8,080 per sqft ",1106 sqft,Ready to Move,3,7 out of 12,Garden/Park,South - East,,1,Amaya Kshitij,Freehold,Resale
"2 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹38 Lac ,"₹4,343 per sqft ",700 sqft,Ready to Move,2,4 out of 4,"Garden/Park, Main Road",South,,1,Mayfair Elite,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹29 Lac ,"₹3,322 per sqft ",800 sqft,Ready to Move,2,1 out of 5,,,,1,,,Resale
"3 BHK Flat  for Sale in  Kamarhati, Kolkata",₹1.40 Cr ,"₹9,253 per sqft ",1000 sqft,Ready to Move,2,18 out of 19,"Garden/Park, Pool, Main Road",South - East,1 Open,2,Dhoot Pratham,Freehold,Resale
"2 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.50 Cr ,"₹11,538 per sqft ",1300 sqft,Ready to Move,2,13 out of 35,,South,1 Covered,1,Siddha Sky,Freehold,Resale
"3 BHK Flat  for Sale in  Action Area 1, Kolkata",₹1.45 Cr ,"₹9,904 per sqft ",1171 sqft,Ready to Move,2,11 out of 16,Main Road,South - East,1 Open,3,,Freehold,Resale
"1 BHK Flat  for Sale in  Nehru Colony Dakshindari, Kolkata",₹14 Lac ,"₹3,733 per sqft ",300 sqft,Ready to Move,1,1 out of 5,,North - East,,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Behala Chowrasta, Kolkata",₹18 Lac ,"₹2,069 per sqft ",540 sqft,Ready to Move,2,4 out of 4,Main Road,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  East Kolkata Township, Kolkata",₹47 Lac ,"₹5,875 per sqft ",680 sqft,Ready to Move,2,3 out of 4,,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹20 Lac ,,700 sqft,Ready to Move,1,4 out of 5,Main Road,North - East,,1,Banalata Apartment,Freehold,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹31 Lac ,"₹3,547 per sqft ",700 sqft,Ready to Move,2,3 out of 5,"Garden/Park, Main Road",South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Harinavi, Kolkata",₹28.5 Lac ,"₹3,074 per sqft ",927 sqft,Ready to Move,2,1 out of 5,"Garden/Park, Pool, Main Road",,,1,Sweet Srijoni,,Resale
"3 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹4.25 Cr ,"₹16,667 per sqft ",2550 sqft,,3,4 out of 40,,South - East,,1,Urbana,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1 Cr ,"₹6,680 per sqft ",1497 sqft,Ready to Move,2,5 out of 7,Main Road,North - East,150 Covered,2,Belani Zest,Freehold,Resale
"2 BHK Flat  for Sale in  Chandannagar, Hooghly-Chinsurah, Kolkata",₹30 Lac ,"₹5,199 per sqft ",577 sqft,Ready to Move,2,3 out of 4,,,,,Vinayak Apartment,,Resale
3 BHK Flat  for Sale in   Kolkata,₹1.50 Cr ,"₹10,000 per sqft ",1500 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"4 BHK Flat  for Sale in  Tollygunge, Kolkata",₹2.65 Cr ,"₹12,649 per sqft ",1850 sqft,Ready to Move,4,6 out of 8,Main Road,South - East,"1 Covered,",2,Jubilee Park,Freehold,Resale
"3 BHK Flat  for Sale in  Behala Chowrasta, Kolkata",₹2.07 Cr ,"₹8,625 per sqft ",1920 sqft,Ready to Move,2,9 out of 9,Main Road,South - East,2 Covered,2,Kshetrum Aspire,Freehold,Resale
"3 BHK Flat  for Sale in  Sealdah, Raja Bazar, Kolkata",₹1.99 Cr ,"₹12,399 per sqft ",1155 sqft,Ready to Move,3,16 out of 23,"Garden/Park, Main Road, Pool",South - East,1 Open,,Ideal Heights,Freehold,Resale
"2 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹42 Lac ,"₹4,492 per sqft ",748 sqft,Ready to Move,2,3 out of 4,"Garden/Park, Pool, Main Road",South - East,,1,Siddha Town,Freehold,Resale
"2 BHK Flat  for Sale in  Rajbari, Kolkata",₹30 Lac ,"₹3,614 per sqft ",692 sqft,Ready to Move,2,1 out of 5,,,,1,Basundhara Apartment,,Resale
"2 BHK Flat  for Sale in  Kamalgazi, Narendrapur, Kolkata",₹38.5 Lac ,"₹4,300 per sqft ",672 sqft,Ready to Move,2,2 out of 4,"Garden/Park, Main Road",South,4 Covered,1,Navyug Model,Freehold,New Property
"2 BHK Flat  for Sale in  Dover Terrace, Ballygunge, Kolkata",₹58 Lac ,"₹7,250 per sqft ",640 sqft,Ready to Move,2,2 out of 5,,East,,1,,Freehold,New Property
"4 BHK Flat  for Sale in  Action Area 2, Kolkata",₹1.70 Cr ,"₹7,727 per sqft ",2200 sqft,Ready to Move,2,1 out of 4,Main Road,,1 Covered,1,Stand Alone,Freehold,Resale
"3 BHK Flat  for Sale in  Selimpur Road, Kolkata",₹1.15 Cr ,"₹7,372 per sqft ",1200 sqft,Ready to Move,3,3 out of 3,,,,1,,,Resale
"2 BHK Flat  for Sale in  Hindmotor, Kolkata",₹22.8 Lac ,"₹2,676 per sqft ",850 sqft,Ready to Move,2,1 out of 4,Main Road,South,,,,Freehold,Resale
"3 BHK Flat  for Sale in  Barasat, Kolkata",₹30 Lac ,"₹3,119 per sqft ",650 sqft,Ready to Move,2,2 out of 4,"Garden/Park, Pool",South - East,,1,Magnolia Nakshatra Phase 2,Freehold,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹32 Lac ,"₹4,103 per sqft ",780 sqft,Ready to Move,2,2 out of 3,Main Road,North - East,,1,Pabitra Green View,Freehold,Resale
"3 BHK Flat  for Sale in  Gouranganagar, Kolkata",₹58 Lac ,"₹4,957 per sqft ",920 sqft,Ready to Move,2,1 out of 4,,,,1,GPS Meena Aurum,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.50 Cr ,"₹9,282 per sqft ",1293 sqft,Ready to Move,3,1 out of 13,Main Road,South,,2,Utsa Complex,Freehold,Resale
"2 BHK Flat  for Sale in  Chinsurah Station Road, Kolkata",₹21 Lac ,"₹2,692 per sqft ",650 sqft,Ready to Move,2,2 out of 5,Garden/Park,South,,1,,Freehold,Resale
"4 BHK Flat  for Sale in  Dum Dum Park, Kolkata",₹60 Lac ,"₹3,750 per sqft ",1280 sqft,Ready to Move,2,3 out of 6,"Garden/Park, Main Road",South - East,2 Covered,1,Unmesha Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  Thakurpukur, Kolkata",₹42 Lac ,"₹3,562 per sqft ",1179 sqft,Ready to Move,2,2 out of 3,,,,2,,,Resale
"2 BHK Flat  for Sale in  Bagan Bari, Kolkata",₹45 Lac ,"₹5,625 per sqft ",700 sqft,Ready to Move,2,1 out of 4,Main Road,South -West,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Alipore, Kolkata",₹3 Cr ,"₹13,216 per sqft ",1800 sqft,Ready to Move,3,3 out of 5,Main Road,South,,2,,Freehold,New Property
"2 BHK Flat  for Sale in  Rabindrapally Kestopur, Kolkata",₹32 Lac ,"₹3,765 per sqft ",850 sqft,Ready to Move,2,1 out of 4,,,,1,Sonalaxmi Appartment,,Resale
"4 BHK Flat  for Sale in  Dobson Road, Kolkata",₹1.62 Cr ,"₹9,000 per sqft ",1400 sqft,Ready to Move,2,7 out of 10,Main Road,East,,1,Ambika Tower,Freehold,Resale
"2 BHK Flat  for Sale in  Khardaha, Kolkata",₹32.5 Lac ,"₹3,779 per sqft ",750 sqft,Ready to Move,1,3 out of 3,Main Road,South - East,,1,Sonar Tori,Freehold,Resale
"2 BHK Flat  for Sale in  Lake Place, Kolkata",₹1.35 Cr ,"₹12,118 per sqft ",800 sqft,Ready to Move,2,4 out of 5,Main Road,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Lake Town, Kolkata",₹33 Lac ,"₹4,115 per sqft ",802 sqft,Ready to Move,2,2 out of 3,,,,,Anandlok Apartment,,Resale
"1 BHK Flat  for Sale in  Mukundapur, Kolkata",₹42 Lac ,"₹8,187 per sqft ",410 sqft,Ready to Move,1,25 out of 25,Main Road,South - East,,1,Ambuja Utalika Efficiency & Comfort,Freehold,Resale
"5 BHK Flat  for Sale in  Beleghata, Kolkata",₹5.50 Cr ,₹421 per sqft ,3 acre,Ready to Move,5,25 out of 27,"Garden/Park, Main Road",South - East,"1 Covered,",3,Sureka Sunrise Heights,Freehold,Resale
"2 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹1.25 Cr ,"₹13,631 per sqft ",593 sqft,Ready to Move,2,11 out of 39,"Garden/Park, Main Road",,,1,Bengal Peerless Avidipta,,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹1.10 Cr ,"₹9,283 per sqft ",1185 sqft,Ready to Move,2,10 out of 11,"Garden/Park, Main Road",East,1 Covered,1,Merlin Waterfront,Freehold,Resale
"1 BHK Flat  for Sale in  Ballygunge, Kolkata",₹22 Lac ,"₹4,889 per sqft ",450 sqft,Ready to Move,1,2 out of 4,,,,,Swinhoe Castle,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.80 Cr ,"₹10,922 per sqft ",1648 sqft,Ready to Move,3,12 out of 33,"Garden/Park, Pool",South,1 Covered,1,Sureka Elita Garden Vista,Freehold,New Property
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹28 Lac ,"₹3,933 per sqft ",548 sqft,Ready to Move,2,4 out of 13,,,,1,Hiland Greens,,Resale
"2 BHK Flat  for Sale in  Nayabad, Kolkata",₹45 Lac ,"₹4,500 per sqft ",750 sqft,Ready to Move,2,2 out of 4,"Garden/Park, Main Road",East,1 Open,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Bikash Guha Colony, Kolkata",₹62 Lac ,"₹5,049 per sqft ",982 sqft,Ready to Move,2,4 out of 4,"Garden/Park, Main Road",North - East,1 Covered,1,,Power Of Attorney,Resale
"4 BHK Flat  for Sale in  Purba Putiary, Kolkata",₹60 Lac ,"₹3,429 per sqft ",1410 sqft,Ready to Move,4,1 out of 4,Main Road,North,,,,,Resale
"2 BHK Flat  for Sale in  Kankulia, Dhakuria, Kolkata",₹50 Lac ,"₹6,313 per sqft ",633 sqft,Ready to Move,2,2 out of 4,Main Road,South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹90 Lac ,"₹7,500 per sqft ",1200 sqft,Ready to Move,2,5 out of 7,Garden/Park,,,1,,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Khardaha, Kolkata",₹27 Lac ,"₹2,903 per sqft ",630 sqft,Ready to Move,2,4 out of 5,Main Road,North - East,,1,Shantiniketan Abasan,Freehold,Resale
"4 BHK Flat  for Sale in  Fern Road, Kolkata",₹1.80 Cr ,"₹9,000 per sqft ",2000 sqft,Ready to Move,3,3 out of 5,,,,,,,Resale
"2 BHK Flat  for Sale in  Motilal Gupta Road, Kolkata",₹30 Lac ,"₹4,615 per sqft ",650 sqft,Ready to Move,2,1 out of 3,,,,,Moti Kunj,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹31 Lac ,"₹4,354 per sqft ",712 sqft,Ready to Move,2,13 out of 14,,,,1,Hiland Greens,,Resale
"2 BHK Flat  for Sale in  Baguiati, Kolkata",₹28 Lac ,"₹3,160 per sqft ",886 sqft,Ready to Move,2,3 out of 5,Main Road,South - East,,,,Freehold,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹45 Lac ,"₹4,310 per sqft ",840 sqft,Ready to Move,2,5 out of 5,Main Road,South,,,Mrittika,Freehold,Resale
"3 BHK Flat  for Sale in  Bangur Avenue, Lake Town, Kolkata",₹1.25 Cr ,"₹8,333 per sqft ",1325 sqft,Ready to Move,2,1 out of 5,Main Road,North,,1,Bangur Avenue,Freehold,New Property
"3 BHK Flat  for Sale in  Harinavi, Kolkata",₹42 Lac ,"₹4,102 per sqft ",820 sqft,Ready to Move,2,4 out of 5,Main Road,South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹1.20 Cr ,"₹6,030 per sqft ",1592 sqft,Ready to Move,3,16 out of 26,"Garden/Park, Pool, Main Road",East,,1,Prinsep,Freehold,Resale
"3 BHK Flat  for Sale in  Mukundapur, Kolkata",₹85 Lac ,"₹6,939 per sqft ",1225 sqft,Ready to Move,2,3 out of 4,Main Road,North - East,1 Covered,1,,Freehold,New Property
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹65 Lac ,"₹4,492 per sqft ",1157 sqft,Ready to Move,3,Ground out of 2,"Main Road, Garden/Park",South - East,,1,Sugam Park,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹1.50 Cr ,,900 sqft,Ready to Move,2,5 out of 10,,,,1,Loharuka Urban Greens Phase 2,,Resale
"1 BHK Flat  for Sale in  Bhangar, Kolkata",₹25 Lac ,"₹5,543 per sqft ",451 sqft,Ready to Move,1,2 out of 4,,,,1,Simoco Sanhita Housing Complex Commercial,,Resale
"2 BHK Flat  for Sale in  Sakher Bazar, Purba Barisha, Kolkata",₹53 Lac ,"₹5,579 per sqft ",950 sqft,,2,2 out of 4,Main Road,East,,,,Freehold,Resale
